Rank,Title,Score,Chapters/Volumes,Published
38511,Konotabi, Yuusha wa MonMusu wo Idol e Michibiku Koto ni Narimashita,N/A,Light Novel (? vols),Aug 2016 -
38512,Stage of the Ground,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38513,Tenshoku Assassin-san, Yami Guild e Youkoso!,N/A,Light Novel (? vols),Aug 2016 -
38514,Shuuai Game: Amai Shihai ni Oborete,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
38515,Senshin Koutei no Shoya: Hime wa Ikyou no Utage ni Aegu,N/A,Light Novel (1 vols),Apr 2015 - Apr 2015
38516,Koutei Heika no Dekiaikon: Shishi wa Koneko wo Amayakasu,N/A,Light Novel (1 vols),Feb 2015 - Feb 2015
38517,Zettai Kunshu no Dokusenai: Kamen ni Kakusareta Mitsugi,N/A,Light Novel (1 vols),Feb 2015 - Feb 2015
38518,Mitsuya: Bara no Hanayome wa Ai ni Oboreru,N/A,Light Novel (1 vols),Apr 2015 - Apr 2015
38519,Wakuai: Otome wa Mitsuya ni Nureru,N/A,Light Novel (1 vols),Dec 2014 - Dec 2014
38520,Amai Sokubaku: Gunjin Koushaku no Ingi,N/A,Light Novel (1 vols),Dec 2014 - Dec 2014
38521,Ai no Tane,N/A,Light Novel (1 vols),Feb 2014 - Feb 2014
38522,Ryakudatsu Hanayome: Honoo no Aibu ni Torokeru Hyouka,N/A,Light Novel (1 vols),Oct 2014 - Oct 2014
38523,Itsuka no Sora, Kimi to no Mahou,N/A,Light Novel (? vols),Sep 2016 -
38524,Okaasan wa Keiji,N/A,Manga (2 vols),1990 - 1990
38525,Hard Boiled Angel,N/A,Manhwa (3 vols),1992 - 1994
38526,Trinity Marriage: Aisaresugita Hanayome Hime,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
38527,Kutsujoku no Chouai: Koutei ni Ubawareta Oujo no Junketsu,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
38528,Amai Mitsu no Rougoku,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
38529,Haou no Hanayome,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
38530,Aishuu no Lesson: Operaza no Yami ni Dakarete,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
38531,Dekiai Gikon: Niizuma wa Midara ni Midasare,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
38532,Outaishi Denka to Himitsu no Kifujin,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
38533,Galkon!,N/A,Light Novel (? vols),Sep 2016 -
38534,Hakoniwa Hinatabokko,N/A,Manga (2 vols),Jun 2014 - Nov 2015
38535,Shinkai Shounen,N/A,Manga (1 vols),Apr 2004 - Apr 2004
38536,Tile no Mizu,N/A,Manga (1 vols),Aug 1992 - Aug 1992
38537,Himitsu no Momojirou,N/A,Manga (1 vols),Jun 1996 - Jun 1996
38538,Kyoudai,N/A,Light Novel (1 vols),Nov 2011 - Nov 2011
38539,Ouritsu Gakkou Hiren Monogatari: Itoshiki Dansou Reijou,N/A,Light Novel (1 vols),Aug 2012 - Aug 2012
38540,384,403 km: Anata wo Tsuki ni Sarattara,N/A,Light Novel (1 vols),Sep 2009 - Sep 2009
38541,Aimitsu no Fukushuu: Hakushaku to Maid,N/A,Light Novel (1 vols),Jul 2012 - Jul 2012
38542,Tonari no Princess: Otaku Circle no Hime Hajimemashita.,N/A,Light Novel (? vols),Aug 2016 -
38543,Sennenki no Regalia,N/A,Light Novel (? vols),Aug 2016 -
38544,Moto Ryuuhou Kishi Madeleine no Tenshoku,N/A,Light Novel (? vols),Aug 2016 -
38545,Qualidea Code,N/A,Manga (2 vols),Aug 2016 - May 2017
38546,Shinkon Dekiai Monogatari: Keiyaku no Niizuma wa Amaku Torokete,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
38547,Dekiai Shigan: Koibito wa Ori no Naka,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
38548,Ouji-sama to no Kiken na Yuugi,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
38549,Datsuai Triangle: Etsuraku to Shuuchaku no Mitsuya,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38550,Dakara Oniichan to Yobuna tte!,N/A,Light Novel (? vols),Aug 2016 -
38551,Intai Eiyuu to Iku Dungeon Tour,N/A,Light Novel (? vols),Aug 2016 -
38552,Betsushiki,N/A,Manga (? vols),Jul 2016 -
38553,Minus,N/A,Manga (5 vols),Feb 1996 - Apr 1997
38554,Shiritakunakatta Nanami-san wa,N/A,Manga (? vols),Mar 2016 - Jun 2016
38555,Esterio no Kanrinin: Saikyou Yuusha datta Ore no Bishoujo Coaching Life,N/A,Light Novel (? vols),Aug 2016 -
38556,Bokura wa Riajuu nanode Otaku na Kako nado Arimasen (Oouso),N/A,Light Novel (? vols),Aug 2016 -
38557,Save & Load no Dekiru Yadoya-san: Counter Stop Tenseisha ga Yadoya de Shinjin Ikusei wo Hajimeta you desu,N/A,Light Novel (4 vols),Sep 2016 - Aug 2017
38558,Housaku Shuttai!,N/A,Light Novel (? vols),Sep 2016 -
38559,Gikei: Meiji Tsuya Mandara,N/A,Light Novel (1 vols),Mar 2011 - Mar 2011
38560,Taishou Tsuyaibun: Narikawari - Kazokuke no Himegoto,N/A,Light Novel (1 vols),Sep 2012 - Sep 2012
38561,Tatta Futari de Sekai wo Uragiru.: Inu no Youna Kare,N/A,Light Novel (1 vols),Jul 2009 - Jul 2009
38562,Kurotsubaki-hime: Raichou no Ansatsusha to Koushaku Reisoku,N/A,Light Novel (1 vols),Jul 2009 - Jul 2009
38563,Rose Trinity,N/A,Light Novel (1 vols),May 2011 - May 2011
38564,Damashie no Kuni no Vanessa,N/A,Light Novel (1 vols),Dec 2010 - Dec 2010
38565,Vampire no Hanayome,N/A,Light Novel (1 vols),Dec 2009 - Dec 2009
38566,Shiawase na Koi no Hanashi,N/A,Light Novel (1 vols),Jun 2011 - Jun 2011
38567,Trinity Romance: Suzuran no Hanayome to Futago Prince,N/A,Light Novel (1 vols),Jul 2010 - Jul 2010
38568,GamPrin,N/A,Manga (2 vols),Aug 2016 - Feb 2018
38569,Game Overdose,N/A,Manga (2 vols),Jul 2016 - Jun 2017
38570,Zetsumei no Drlacroir,N/A,Light Novel (1 vols),Sep 2013 - Sep 2013
38571,My First Lady,N/A,Manga (1 vols),Nov 2015 - May 2016
38572,Kaizoku to Himegimi: Eternal Lovers,N/A,Light Novel (1 vols),Aug 2009 - Aug 2009
38573,Bara to Ookamihime: Versailles Romance,N/A,Light Novel (1 vols),Jun 2010 - Jun 2010
38574,Ouji to Shoufu: Brilliant Lovers,N/A,Light Novel (1 vols),Aug 2012 - Aug 2012
38575,Oriental Romance: Kishi wa Hanayome no Ubau,N/A,Light Novel (1 vols),Jan 2010 - Jan 2010
38576,Shishaku Tantei: Amai Kuchizuke wa Nazotoki no Ato de,N/A,Light Novel (1 vols),Jan 2012 - Jan 2012
38577,Happy Wedding kara Koi ga Hajimaru: Kouhi to Kiken na Yuuwaku,N/A,Light Novel (1 vols),Sep 2011 - Sep 2011
38578,Do Race?,N/A,Manga (3 vols),Jul 2016 - Feb 2018
38579,Isekai de Item Collector,N/A,Light Novel (? vols),Aug 2016 -
38580,Kyou kara Ore wa Loli no Himo!,N/A,Light Novel (? vols),Aug 2016 -
38581,Futsuu no Ossan dakedo, Kamisama kara Moratta Nouryoku de Isekai wo Tabi shitekuru. Tsukaretara Teni Mahou de Jitaku ni Kaeru.,N/A,Light Novel (? vols),Aug 2016 -
38582,Cheat Code de Ore TUEEE na Isekai Tabi,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
38583,Muimuitan,N/A,Light Novel (? vols),Oct 2016 -
38584,Kenshi wo Mezashite Nyuugaku shita no ni Mahou Tekisei 9999 nan desu kedo!?,N/A,Light Novel (? vols),Oct 2016 -
38585,Fiction Breakers,N/A,Light Novel (? vols),Sep 2016 -
38586,Chloe no Ryuugi,N/A,Manga (? vols),Feb 2013 -
38587,Renai♥Cocktail,N/A,Manga (1 vols),May 2013 - May 2014
38588,Kareshi Recipe,N/A,Manga (1 vols),Mar 2015 - Jul 2015
38589,Femme Fatale: Nessa no Ghazal,N/A,Light Novel (1 vols),Jun 2011 - Jun 2011
38590,Ten to Chi to Hazama no Sekai Yelatiam,N/A,Light Novel (? vols),Aug 2015 -
38591,Legend of Ishlean,N/A,Light Novel (6 vols),Jun 2015 - Jun 2018
38592,Youhei Monogatari: Junsui naru Rebellion,N/A,Light Novel (? vols),Sep 2015 -
38593,Kiwameta RPG Sekai nanode, Heiki Sekkei Skill de Sokueiyuu desu,N/A,Light Novel (? vols),Aug 2016 -
38594,Dungeon no Maou wa Saijaku!?,N/A,Light Novel (? vols),Aug 2015 -
38595,Kyomu no Maou, Sousei no Eiyuuki,N/A,Light Novel (? vols),Sep 2016 -
38596,Chrono Mansion,N/A,One-shot (? vols),Aug 2010 - Aug 2010
38597,Saigi Ou no Keiyaku Ouhi,N/A,Light Novel (3 vols),Dec 2015 - Aug 2016
38598,Kishi-ou no Hanayome: Junjou na Himegimi wa Kakeochichuu!?,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38599,Otome no Kishidou: Romantic na Tamanokoshi,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38600,S-kei Kikoushi no Okiniiri,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38601,Maidens Order,N/A,Manga (2 vols),Feb 2016 - Mar 2017
38602,Contrast 88,N/A,Manga (3 vols),Dec 2015 - Nov 2016
38603,Emerald no Joou,N/A,Manga (1 vols),Dec 2009 - Dec 2009
38604,Muv-Luv Alternative: Tsukikage wa Yamiyo ni Arite,N/A,Manga (1 vols),Jul 2012 - Mar 2013
38605,Sweet Marriage: Ojisama Kishi to Amai Shoya,N/A,Light Novel (1 vols),Oct 2012 - Oct 2012
38606,Akuma Otome ni Ijiwaru Tenshi,N/A,Light Novel (1 vols),Feb 2013 - Feb 2013
38607,Kishi Koi Monogatari,N/A,Light Novel (1 vols),Sep 2011 - Sep 2011
38608,Kishi Kekkon Monogatari,N/A,Light Novel (1 vols),Jan 2012 - Jan 2012
38609,Ryakudatsusha: Nessa no Ouji to Mikohime,N/A,Light Novel (1 vols),Jul 2012 - Jul 2012
38610,Sayonara, Psychic,N/A,Light Novel (? vols),Sep 2016 -
38611,Ningyojou Ruri,N/A,Doujinshi (1 vols),Jun 2014 - Aug 2015
38612,Arima-kun wa Genjitsu wo Minai.,N/A,Manga (? vols),Jul 2016 -
38613,Daifugou no Kyuukon: Toshi no Sa Cinderella,N/A,Light Novel (1 vols),Apr 2012 - Apr 2012
38614,Kaiunou no Kyuukon: Dandy na Daifugou to Junshin Maid,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
38615,Ai no Ori: Kishi ni Midara ni Furerarete,N/A,Light Novel (1 vols),Sep 2010 - Sep 2010
38616,Ai no Hana: Kizoku ni Amaku Kuchizukerarete,N/A,Light Novel (1 vols),Jan 2011 - Jan 2011
38617,Arab Kaizoku to Toraware no Oujo,N/A,Light Novel (1 vols),Jul 2012 - Jul 2012
38618,Fake Marriage: Kishi♥Hime♥Rhapsody,N/A,Light Novel (1 vols),Jun 2012 - Jun 2012
38619,Boku no Lunch wo Jamasuruna!,N/A,Manga (3 vols),May 2015 - May 2017
38620,Youkai no Chintai Jijou,N/A,Manga (2 vols),Sep 2015 - Aug 2016
38621,Inugami-kun wa Tsun dakedo Bareteru,N/A,Manga (3 vols),Jun 2016 - Mar 2017
38622,Alice in Deadly School,N/A,Manga (1 vols),Oct 2013 - Apr 2015
38623,Hakushaku wa Seiotome ni Kiss wo Suru,N/A,Light Novel (1 vols),Jun 2009 - Jun 2009
38624,Ouji ga Koishita Megamihime: Bara to Inbou no Butoukai,N/A,Light Novel (1 vols),Sep 2009 - Sep 2009
38625,Venezia Shinkon Monogatari: Hanayome no Himitsu, Hanamuko no Himitsu,N/A,Light Novel (1 vols),Oct 2012 - Oct 2012
38626,Mafia ni Sasageru Love Song,N/A,Light Novel (1 vols),Apr 2011 - Apr 2011
38627,Erotics x Angel,N/A,Light Novel (1 vols),Feb 2010 - Feb 2010
38628,18-kin Otome Game no Sekai de Harem Shuuchaku Saremashita,N/A,Light Novel (1 vols),Mar 2015 - Mar 2015
38629,Sora ni Furu no wa Akane no Mahou,N/A,Manga (? vols),Dec 2015 - Feb 2016
38630,Mahouhime no Kekkon: Honoo no Ou to Amethyst no Hanayome,N/A,Light Novel (1 vols),Feb 2010 - Feb 2010
38631,Shinigami-sama to Akaki Keiyaku: Shinda Watashi to, Shinitai Kare.,N/A,Light Novel (1 vols),Nov 2009 - Nov 2009
38632,Yoizuki no Lady: Butoukai no Fushigi na Koimonogatari,N/A,Light Novel (1 vols),Aug 2011 - Aug 2011
38633,Fairy Tale Wedding: Kaikan Diary,N/A,Light Novel (1 vols),Mar 2012 - Mar 2012
38634,Goshujinsama to Amai Fukujuu no Rondo,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
38635,Secret Rose: Hakushaku no Amai Kuchibiru,N/A,Light Novel (1 vols),Jun 2011 - Jun 2011
38636,Stand by Me Love Letter,N/A,Manga (1 vols),Aug 2016 - Nov 2016
38637,Gensou Kojiki Den,N/A,One-shot (? vols),Jul 2016 - Jul 2016
38638,Ginatashiki,N/A,Manga (1 vols),Jul 2016 - Oct 2016
38639,BUD: Kokkyou Mikakutei Ryouiki Sangoku Sousaroku,N/A,Manga (1 vols),Jul 2016 - Oct 2016
38640,Genjuu no Sougaku Kishidan,N/A,Light Novel (2 vols),Jan 2013 - Apr 2014
38641,Gokuri,N/A,Manga (2 vols),Jul 2015 - Aug 2016
38642,Hakushaku Hime: Satsui ga Koi ni Naru Setsuna,N/A,Light Novel (1 vols),Apr 2010 - Apr 2010
38643,Queen Ring: Joou Heika no Kyuujitsu,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
38644,Taishou Romanesque: Shindemo Ii hodo, Aishiteru,N/A,Light Novel (1 vols),Jul 2011 - Jul 2011
38645,Ougon no Proposal: Sabaku no Ouji no Hanayome Sagashi,N/A,Light Novel (1 vols),Nov 2011 - Nov 2011
38646,Hamidashi Kinshi! Kakushitai no ni Okkiku Nacchau,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38647,Shojo Bitch dakedo Succubus Mitai na Koto Yattemasu,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38648,Joshikai Quest,N/A,Manga (3 vols),Sep 2014 - Jul 2016
38649,Tekkamen no Ibuki-san,N/A,Manga (3 vols),Mar 2013 - May 2016
38650,Hentai Kamen Second,N/A,One-shot (? vols),Apr 2013 - Apr 2013
38651,Ryuunosuke-kun wa Yasashikunai,N/A,Manga (2 vols),Mar 2014 - Sep 2014
38652,Koukyuu Renya: Koutei no Dekiai,N/A,Light Novel (1 vols),Dec 2011 - Dec 2011
38653,Kindan no Hanayome,N/A,Light Novel (2 vols),Apr 2012 - Jul 2012
38654,Princess Ring: Ouji to Torawareta Himegimi,N/A,Light Novel (1 vols),Mar 2010 - Mar 2010
38655,Princess Ring: Seikyoukai no Ryouai,N/A,Light Novel (1 vols),Oct 2010 - Oct 2010
38656,Princess Ring: Tattou no Ouse,N/A,Light Novel (1 vols),May 2011 - May 2011
38657,Vampire/Lord: Kunrin Suru wa, Shuuen no Kenou,N/A,Light Novel (? vols),Sep 2016 -
38658,Dolghon Saga,N/A,Light Novel (? vols),Sep 2016 -
38659,Joushikousei no Tsurezure,N/A,Manga (2 vols),Aug 2016 - Oct 2017
38660,Tasogare no Kaigui-bu,N/A,Manga (? vols),Jul 2016 -
38661,Wani Bunsho,N/A,Manga (12 vols),1978 - 1981
38662,Maicching Machiko-sensei (2000),N/A,Manga (3 vols),2000 - 2005
38663,Maicching Machiko-sensei,N/A,Manga (8 vols),1980 - 1983
38664,Megami to Ichinen Kurashitemita.,N/A,Manga (2 vols),2010 - 2013
38665,Hikari no Oujo to Honoo no Ouji: Koi wa Midara na Keiyaku kara,N/A,Light Novel (1 vols),Jun 2010 - Jun 2010
38666,Ryuu no Inai Oukoku,N/A,Light Novel (1 vols),Sep 2010 - Sep 2010
38667,Marina Romance,N/A,Light Novel (2 vols),Mar 2011 - Sep 2011
38668,Yoru no Shinwa,N/A,Light Novel (1 vols),Apr 2011 - Apr 2011
38669,Mitsuetsu: Ouji no Dekiai, Hanayome no Yuetsu,N/A,Light Novel (1 vols),Aug 2010 - Aug 2010
38670,Kin no Ouji to Gin no Kishi Hime,N/A,Light Novel (1 vols),Sep 2009 - Sep 2009
38671,Wasanbon: Wagashiya Tenmatsuki,N/A,Manga (? vols),Jan 2009 -
38672,Chiisana Majo to Norainu Kishi,N/A,Light Novel (? vols),Aug 2016 -
38673,Fukkatsu Maou wa Omitooshi?,N/A,Light Novel (? vols),Aug 2016 -
38674,Fumikiri, Kimi no Te, Sakura Michi.,N/A,Manga (1 vols),May 2011 - Aug 2014
38675,Danouryoku JK Narumogawa-san,N/A,Manga (3 vols),Jul 2015 - Oct 2017
38676,Hotel-ou,N/A,Light Novel (3 vols),Dec 2010 - May 2012
38677,Makai Ouji to Princess: Kyuumitsu no Keiyaku,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
38678,Keikoku Hanayome: Tsukiyo ni Ai, Sakimidarete,N/A,Light Novel (1 vols),Sep 2012 - Sep 2012
38679,Outo Torikaebaya Monogatari: Dansou Reijou to Ouji,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
38680,Cinderella no Tomadoi: Okuman Chouja ga Koishita Maid,N/A,Light Novel (1 vols),Jun 2012 - Jun 2012
38681,Gekiai Harem: Sultan to Migawari Koujo,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
38682,Sakurairo Koikaden: Gekka no Konrei,N/A,Light Novel (1 vols),Apr 2010 - Apr 2010
38683,Kotetsu Den!!,N/A,Manga (2 vols),Apr 2007 - Nov 2007
38684,Seibetsu ga Doushita!!,N/A,Manga (1 vols),May 2016 - Nov 2016
38685,Shoki Tanpenshuu,N/A,Manga (1 vols),1975 - 1977
38686,Yorumitsu Shou,N/A,Light Novel (1 vols),Oct 2011 - Oct 2011
38687,Ubawareta Himegimi to Shinku no Monshou,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
38688,Cerulean no Sora no Kanata ni: Kuro Hakushaku ni Aisarete,N/A,Light Novel (1 vols),Jun 2010 - Jun 2010
38689,Hanamitsu Romanesque: Ouji ga Aishita Hanayome,N/A,Light Novel (1 vols),Feb 2011 - Feb 2011
38690,Soukyuu Koihime,N/A,Light Novel (1 vols),Aug 2010 - Aug 2010
38691,Sougetsu Nagarete Hana ga Chiru: Zekka no Hime,N/A,Light Novel (1 vols),Aug 2009 - Aug 2009
38692,Noukagaku Renai Kakumei,N/A,Light Novel (1 vols),Aug 2011 - Aug 2011
38693,Opera Glass,N/A,Manga (? vols),Jun 2016 -
38694,Chou Denji Taisen Victory Five,N/A,Manga (2 vols),Jul 2001 - Jul 2003
38695,God Bird,N/A,Manga (7 vols),May 2010 - Mar 2014
38696,Hitonatsu no Kids Game,N/A,One-shot (? vols),Aug 1993 - Aug 1993
38697,Misoji to Lady,N/A,Manga (3 vols),2013 - May 2017
38698,Digimon Universe: Appli Monsters,N/A,Manga (2 vols),Sep 2016 - Aug 2017
38699,Mitsuai: Gin Hakushaku no Cinderella,N/A,Light Novel (1 vols),Nov 2011 - Nov 2011
38700,Ouji-sama no Hanayome Gakkou,N/A,Light Novel (1 vols),Apr 2011 - Apr 2011
38701,Perfect Wedding: Hakushaku ni Aisareta Hanayome,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
38702,Sultan ni Ubawarete,N/A,Light Novel (1 vols),Feb 2012 - Feb 2012
38703,Himitsu no Shuudouin Gakkou,N/A,Light Novel (1 vols),Mar 2012 - Mar 2012
38704,Kinjirareta X: Futari no Oniisama,N/A,Light Novel (1 vols),Sep 2012 - Sep 2012
38705,Sinners,N/A,Manhua (? vols),Dec 2015 -
38706,Dare ga Kenja wo Koroshita ka?,N/A,Manga (3 vols),Jul 2016 - Aug 2017
38707,Akuma no Memumemu-chan,N/A,Manga (12 vols),Jul 2016 - Apr 2021
38708,Family Game,N/A,Manga (? vols),Aug 2016 - Aug 2016
38709,Baki Domoe,N/A,Manga (3 vols),Nov 2010 - Oct 2014
38710,Yukemuri Jihen,N/A,Manga (1 vols),Aug 2015 - May 2016
38711,Oshiete Ageru: Tadashii Fujun Isei Kouyuu Manual,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38712,Onzoushi no Amai Yuuwaku: Ame no Hi wa Dakishimete,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38713,Rokunanbou to Onyouji,N/A,Light Novel (2 vols),May 2016 - Aug 2016
38714,Oni e Naku Tsuki e Warau,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38715,Natalia-hime to Chuujitsu na Kishi,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38716,Aiyuri Jogakuin e Youkoso,N/A,Light Novel (1 vols),Jun 2009 - Jun 2009
38717,CEO no Proposal,N/A,Light Novel (1 vols),Dec 2011 - Dec 2011
38718,Kawareta Oujo,N/A,Light Novel (1 vols),Apr 2012 - Apr 2012
38719,Beni no Magatama: Himegimi no Osananajimi wa Onmyouji,N/A,Light Novel (1 vols),Jul 2009 - Jul 2009
38720,Migawari Hanayome Alice: Ouji-sama to Ikinari Kekkon!?,N/A,Light Novel (1 vols),May 2010 - May 2010
38721,Gentil Oukoku Monogatari: Aka no Otome ni Shirobara wo,N/A,Light Novel (1 vols),Dec 2010 - Dec 2010
38722,Corbeille Doll: Sekai sae Horoboseru Daimahoutsukai ni Totsuida Hime no Monogatari,N/A,Light Novel (1 vols),Apr 2010 - Apr 2010
38723,Nejimaki Shoukougun,N/A,One-shot (? vols),2010 - 2010
38724,Private Lesson: Bouryaku wa Ouji no Tashinami,N/A,Light Novel (1 vols),Aug 2011 - Aug 2011
38725,Ayakashi Koi Kitan: Kokuryuu to Datenshi,N/A,Light Novel (1 vols),Jan 2010 - Jan 2010
38726,Atelier no Enya,N/A,Light Novel (1 vols),Jul 2011 - Jul 2011
38727,Ubawareta Cinderella: Kodoku na Koushaku wa Ai wo Shitte,N/A,Light Novel (1 vols),Feb 2013 - Feb 2013
38728,Desert Honeymoon: Oresama Ouji no Dekiai Sengen!?,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38729,Ai yori mo Fukaku,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38730,Hyakka no Ou to Mitsubachi-hime,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38731,Ijippari Wedding: Aisuru Hito to Seiryaku Kekkon!?,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38732,Little Tamer,N/A,Light Novel (? vols),Sep 2016 -
38733,Isekaijin no Tebikisho,N/A,Light Novel (? vols),Sep 2016 -
38734,Colorful Brapan,N/A,Manga (2 vols),Apr 2013 - Mar 2016
38735,Fune ni Sumu,N/A,Manga (2 vols),1996 - 2000
38736,Dekiai Kinshi!? Cool na Shachou ga Ookami-san ni Hyouhenchuu,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38737,Ouji-sama wa, Nyanko-hime ni Muchuusugi! Seiryaku Kekkon no Hazu ga Amaicha Shinkon Seikatsu deshita.,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
38738,Do S Tensai Pâtissier-sama ni wa Sakaraenai!,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38739,Zaikai Teiou no Amasugiru Shiikuai,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38740,Fundari Kettari Koishitari: Kare to Kanojo no 9 cm,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38741,Dekiai Harem: Ou ni Kawareta Houseki-hime,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38742,Sannin no Ouji no Dokusenai: Midara na Seiryaku Kekkon,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38743,Rokudai,N/A,Manga (3 vols),Sep 2014 - Feb 2016
38744,Sentou no Susume,N/A,Manga (? vols),Jul 2016 - Oct 2016
38745,More Kiss,N/A,Manga (1 vols),2004 - 2004
38746,Ringo,N/A,Manga (? vols),Jul 2016 - Oct 2016
38747,Suimu: Painal Round,N/A,One-shot (? vols),Jul 2016 - Jul 2016
38748,Soft Metal Vampire,N/A,Manga (6 vols),Aug 2016 - Dec 2018
38749,Gokurakuchou Dead End,N/A,Manga (3 vols),May 2016 - Sep 2017
38750,8-gatsu 10-nichi,N/A,Light Novel (2 vols),Feb 2012 - Sep 2012
38751,Double Wedding Auction: Mitsubou no Ouji to Azamukareta Hanayome,N/A,Light Novel (1 vols),Jun 2012 - Jun 2012
38752,Valkyrie Drive: Siren - Breakout,N/A,Manga (1 vols),Nov 2015 - Apr 2016
38753,Jaryuu Tensei: Isekai Ittemo Ore wa Ore,N/A,Light Novel (? vols),Feb 2016 -
38754,Semai Sekai no Identity,N/A,Manga (? vols),Aug 2016 -
38755,Royal Prince no Hatsukoi: Kyuutei Netsuai Romance,N/A,Light Novel (1 vols),Jun 2012 - Jun 2012
38756,Oboreru hodo Hana wo Ageru: Seijin wa Hanayome wo Ubau,N/A,Light Novel (1 vols),Sep 2010 - Sep 2010
38757,Hatsutsubomi: Itaike na Himegimi no Nuregoto,N/A,Light Novel (1 vols),Mar 2012 - Mar 2012
38758,Secret Wedding: Dokusaisha wa Hanayome wo Shiiku suru,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
38759,Harem Night,N/A,Light Novel (2 vols),Jan 2011 - Oct 2011
38760,Wedding Auction: Sono Kaori wa Hanayome wo Yuuwaku suru,N/A,Light Novel (1 vols),Dec 2009 - Dec 2009
38761,Torikago Waltz: Usotsuki na Hanayome no Himegoto,N/A,Light Novel (1 vols),May 2011 - May 2011
38762,Mugen Tenshou: Ryuuki to Kotora to Sengoku Zombie,N/A,Manga (2 vols),Nov 2011 - Sep 2012
38763,Fukuyadou Honpo 2,N/A,Manga (? vols),Aug 2016 -
38764,Arabians Romance: Hanayome wa Ou no Ude de Madoromu,N/A,Light Novel (1 vols),Aug 2009 - Aug 2009
38765,Shitsuji Tokidoki Kareshi,N/A,Light Novel (1 vols),Oct 2009 - Oct 2009
38766,Tsumi Koi: Hanayome wa Ani ni Ubawarete,N/A,Light Novel (1 vols),May 2012 - May 2012
38767,Kowai Kurai Gikyoudai ni Aisarete,N/A,Light Novel (1 vols),Feb 2014 - Feb 2014
38768,Seirou Koushaku no Chouai: Hanayome wa Midara na Mitsu ni Torawareru,N/A,Light Novel (1 vols),Aug 2012 - Aug 2012
38769,Bouquet Rouge Aichou Monogatari: Shinku no Heya de, Ouji no Inai ni Someagerarete,N/A,Light Novel (1 vols),Jan 2013 - Jan 2013
38770,Haru wa Akebono Tsuki mo Nau Sora mo Nao,N/A,Manga (1 vols),Sep 2012 - Sep 2012
38771,Wakaokusama, Tokidoki Mahoutsukai.,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38772,Shinikake Seijo to Koutei no Kikan,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38773,Dekiai Wedding,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
38774,Honey Days Honey Marriage,N/A,Light Novel (1 vols),Feb 2013 - Feb 2013
38775,True Love: Kishi no Namida-hime,N/A,Light Novel (1 vols),Feb 2011 - Feb 2011
38776,Beni Tsubaki: Sokubaku Hanayome,N/A,Light Novel (1 vols),Jan 2013 - Jan 2013
38777,Ryakudatsu no Engage: Hanayome wa Mitsu ni Nurete,N/A,Light Novel (1 vols),Mar 2011 - Mar 2011
