Rank,Title,Score,Chapters/Volumes,Published
40597,Itsuwari no Miko: Seinaru Chikara wa Otoko-tachi no Me de Migakareru,N/A,Light Novel (1 vols),Jul 2014 - Jul 2014
40598,Katsugeki/Touken Ranbu,N/A,Manga (5 vols),Jul 2017 - Jul 2019
40599,Kindanai: Juusha to no Himegoto,N/A,Light Novel (1 vols),Jul 2014 - Jul 2014
40600,Gonta wo Korose!,N/A,Manga (1 vols),Aug 1991 - Mar 1993
40601,Paramilitary Company: Moeru Shinryakusha,N/A,Light Novel (? vols),May 2017 -
40602,Tonari no Onna,N/A,Manga (1 vols),Jul 1981 - Mar 1985
40603,Natsu ni Sekirannun made,N/A,Manga (1 vols),May 2016 - Nov 2016
40604,Jisatsu Suru ni wa Mukanai Kisetsu,N/A,Light Novel (? vols),May 2017 -
40605,Tsumi no Koe: Shouwa Saidai no Mikaiketsu Jiken,N/A,Manga (3 vols),Apr 2017 - May 2018
40606,Goku Shoku King,N/A,Manga (5 vols),May 2009 - Oct 2012
40607,Amagi Yuiko no Tsuno to Ai,N/A,Manga (1 vols),Oct 2010 - Jun 2017
40608,Ore no Osananajimi wa Uchuujin ni Shinryaku Sareteiru,N/A,Light Novel (? vols),May 2017 -
40609,Hinageshi no Nemurihime,N/A,Manga (? vols),Apr 2017 -
40610,Kurenaizoushi: Bakumatsu Kyoto Ibun,N/A,Manga (5 vols),2000 - May 2003
40611,Aijin to Touhikou,N/A,Manga (2 vols),Feb 2011 - Feb 2011
40612,Happy End.,N/A,Manga (5 vols),Apr 2017 - Dec 2018
40613,Kyonyuu Tenshi Mikopyon!,N/A,Light Novel (? vols),May 2017 -
40614,Majo ni Sasageru Chikai,N/A,Manga (2 vols),Apr 2004 - Apr 2004
40615,Geboku Harem ni Checkmate desu!,N/A,Light Novel (? vols),May 2017 -
40616,Suito no Reijin,N/A,Manga (2 vols),Oct 2007 - Nov 2007
40617,Amaterasu wa Kakukatariki,N/A,Light Novel (? vols),May 2017 -
40618,Ryuu no Hihou wo Daku Otome,N/A,Manga (2 vols),Aug 2011 - Aug 2011
40619,Kishi to Onna Touzoku,N/A,Manga (2 vols),2002 - 2002
40620,Surikawatta Koi,N/A,Manga (2 vols),Jul 2010 - Dec 2010
40621,Bara to Ookami,N/A,Manga (2 vols),Jun 2011 - Jun 2011
40622,Koushaku wa Koi Dorobou,N/A,Manga (2 vols),Sep 2011 - Oct 2011
40623,Saigo no Shishaku,N/A,Manga (2 vols),Aug 2013 - Sep 2013
40624,Kaettekita Shishaku,N/A,Manga (1 vols),Dec 2010 - Dec 2010
40625,Torawareta Otome,N/A,Manga (2 vols),Jul 2012 - Aug 2012
40626,Valentine Place Juuyonbanchi,N/A,Manga (1 vols),Jan 2008 - Jan 2008
40627,Namida no Ame no Ato de,N/A,Manga (1 vols),Apr 2012 - Apr 2012
40628,Nigeru Koi, Nureru Ai,N/A,Light Novel (1 vols),Aug 2014 - Aug 2014
40629,Hiru no Hakushaku, Yoru no Hakushaku,N/A,Light Novel (1 vols),Aug 2014 - Aug 2014
40630,Wakaokusama wa Kamen no Toriko,N/A,Light Novel (1 vols),Sep 2014 - Sep 2014
40631,Heroine na Imouto, Akuyaku Reijou na Watashi,N/A,Light Novel (3 vols),Apr 2016 - Dec 2016
40632,Yandere-kei Otome Game no Sekai ni Tensei shiteshimatta you desu,N/A,Light Novel (4 vols),Aug 2014 - Feb 2016
40633,Akane no Hane,N/A,Manga (? vols),Jun 2016 -
40634,Aoi Chigiri,N/A,Light Novel (1 vols),Sep 2014 - Sep 2014
40635,Mitsuai Ningyou: Unmei ni Moteasobarete,N/A,Light Novel (1 vols),Oct 2014 - Oct 2014
40636,Karisome no Keiyaku: Kyuuketsuki no Henai, Kishi no Shuuai,N/A,Light Novel (1 vols),Oct 2014 - Oct 2014
40637,Torikago-hime no Mitsugetsu,N/A,Light Novel (1 vols),Nov 2014 - Nov 2014
40638,Miboujin to Nessa no Kyuuai,N/A,Light Novel (1 vols),Dec 2014 - Dec 2014
40639,Shihaiai: Hisho to Shujin no Ibitsu na Kankei,N/A,Light Novel (1 vols),Dec 2014 - Dec 2014
40640,Majo wo Mamoru.,N/A,Manga (3 vols),Apr 2017 - Aug 2020
40641,Dokuhime no Hitsugi,N/A,Manga (? vols),Apr 2017 -
40642,Kourou Mitsuya,N/A,Light Novel (1 vols),Jan 2015 - Jan 2015
40643,Tokugawa 15,N/A,Manga (? vols),Oct 2016 -
40644,Pure Collector,N/A,Manga (2 vols),May 2016 - Feb 2017
40645,Ikenai△Kankei: Majo to Kuroneko to Ouji-sama no Koi,N/A,Light Novel (1 vols),Jan 2015 - Jan 2015
40646,Perfect Human,N/A,Manga (? vols),Nov 2016 -
40647,Kimi wo Shinasenai Tame no Storia,N/A,Manga (9 vols),Oct 2016 - Jun 2021
40648,Ryuuguu no Tsukai,N/A,Manga (2 vols),Jul 2016 - Mar 2017
40649,Kenen.,N/A,Manga (8 vols),Mar 2015 - Feb 2019
40650,Smoking,N/A,Manga (5 vols),Feb 2015 - Jul 2017
40651,Hiyoko no Shokudou,N/A,Manga (1 vols),Oct 2013 - Dec 2014
40652,Itsuwari no Utahime,N/A,Light Novel (1 vols),Feb 2015 - Feb 2015
40653,Mashoujo Dokushoujo: Lilith to Sara Jouenkou,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40654,Migawari Reijou wa Chouai ni Oboreru,N/A,Light Novel (1 vols),Feb 2015 - Feb 2015
40655,Freezing Tokuten Manga,N/A,Manga (? vols),Mar 2011 - Aug 2011
40656,Teni Muhou: Musashibou Benkei,N/A,Manga (9 vols),Dec 2012 - Jun 2017
40657,Frame Arms Girl: Lab Days,N/A,Manga (2 vols),Dec 2016 - Nov 2017
40658,Hatena Department,N/A,Manga (1 vols),Aug 2015 - Jan 2016
40659,Ore,N/A,One-shot (? vols),Jun 2005 - Jun 2005
40660,Houshiai: Zoutouhin to Iu Na no Aido,N/A,Light Novel (1 vols),Mar 2015 - Mar 2015
40661,Kadowakasarete: Dorei-hime,N/A,Light Novel (1 vols),Mar 2015 - Mar 2015
40662,Nuko Nuko Shinsengumi,N/A,Manga (3 vols),May 2012 - Dec 2013
40663,Sunao ni Nareba: Gouin Shachou no Kyuukon,N/A,Light Novel (1 vols),Apr 2015 - Apr 2015
40664,Enbaku: Sensei, Mou Yurushite Kudasai,N/A,Light Novel (1 vols),Apr 2015 - Apr 2015
40665,Matenrou no Himegoto,N/A,Light Novel (1 vols),May 2015 - May 2015
40666,Youma Ryoushu no Ikenie,N/A,Light Novel (1 vols),May 2015 - May 2015
40667,Ookami Ouji to Toraware no Usagi,N/A,Light Novel (1 vols),Jun 2015 - Jun 2015
40668,Toriko: Inbou Daifugou no Aijin Lesson,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
40669,Yokubari na Karada: Kare to Watashi to Kareshi no Kankei,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
40670,Million Kingdom,N/A,One-shot (? vols),Jul 2015 - Jul 2015
40671,Ai wo Tsumugu Kizuato,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
40672,Danshaku Reijou no Konkatsu Lesson,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
40673,Koukyuu no Chouki: Haou ni Ubawareta Akai Kotori,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
40674,Fukigen na Tenshi to Uruwashi no Reijou,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
40675,Mononoke Banchou Muramasa,N/A,One-shot (? vols),May 2015 - May 2015
40676,Saiyou Tsuuchi: Wakashachou no Reizoku Keiyaku,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
40677,Himegimi wa Shitsuji no Amai Wana ni Torawareru,N/A,Light Novel (1 vols),Nov 2015 - Nov 2015
40678,Migawari Oujo wa Mitsuya ni Aegu: Seifukuou no Hanayome,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40679,Koushaku-sama no Amai Hitotoki,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40680,Ryakudatsu Auction: Karen na Bara wa Yotsuyu ni Nureru,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
40681,Jushi no Hime: Shinnou no Chouai, Oni no Mitsubaku,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
40682,Boku wa Kamisama!,N/A,Manga (1 vols),1996 - 1996
40683,Yashin: Shuuai ni Nureru Hakushaku Reijou,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40684,Hinkyaku no Mitsuai: Kindan no Suite Room,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40685,Junai: Baraou, Utsukushikihi, Muteki no Shougun,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40686,Kunoichi Touai Shuugyou,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40687,Soutou no Ai ni Oborete,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40688,Mitsu no Wana, Ai no Nie,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40689,Gouin Onzoushi no Koimitsu Lesson,N/A,Light Novel (1 vols),May 2016 - May 2016
40690,Himitsu no Oujo, Ai no Touhikou,N/A,Light Novel (1 vols),May 2016 - May 2016
40691,Katsuai Chigiri,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
40692,Boukun Pianist no Yuuwaku Melody,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40693,Ningyou-hime no Seiryaku Kekkon: Youhei Ooyake no Dekiai ni Torokasare,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40694,Muketsuou no Shuuchaku,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40695,Himitsu no Bodyguard,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40696,Houchounin Ajihei,N/A,Manga (23 vols),Jun 1973 - Oct 1977
40697,Dansou Kusushi to Megami no Hiyaku,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
40698,Koi no Karasawagi,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
40699,Ouji-sama no Gouin Proposal: Misomeraretemo Komarimasu!,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40700,Daitoubou: Onna Kishi no Koi no Junan,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40701,Hatsukoi,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
40702,Papa to Oyaji no Uchi Nomi,N/A,Manga (3 vols),Apr 2016 - Jul 2021
40703,Yoyuu Shakushaku,N/A,Manga (4 vols),Mar 2010 - Apr 2015
40704,Tadaima Dokushinchuu,N/A,Manga (3 vols),Aug 2011 - Dec 2013
40705,Huan Jing Shaonu Alice,N/A,Manhua (1 vols),Dec 2008 - Sep 2009
40706,Rasen no Shinai,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
40707,Koutei Heika to Hanamori Otome: Himitsu no Hanazono de Fukameru Mitsuai,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40708,Toga,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40709,Hanayome wa Fukushuu no Wana ni Ochite,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
40710,Shunki Enbu: Mikado to Choukyoushi no Hazama de Sakinureru,N/A,Light Novel (1 vols),Apr 2014 - Apr 2014
40711,Kawareta Hanayome to Itsuwari no Mitsugetsu,N/A,Light Novel (1 vols),Nov 2015 - Nov 2015
40712,Nise Koujo wa Eiyuuou ni Torawareru,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
40713,Oresama Ishi to Kiken na Doukyo!?,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40714,Marugoto Dekiai Rapunzel: Roll Cabbage Ouji no Inbou,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
40715,Dokusenyoku de Taihoshite!,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
40716,Spice to Custard,N/A,Manga (10 vols),Sep 2016 - Feb 2021
40717,Unmei no Proposal: Sannin no Ouji to Shintaku no Hanayome,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
40718,Zangyakuou to Ochikobore Hime no Kekkon,N/A,Light Novel (1 vols),Jun 2013 - Jun 2013
40719,Yuuga na Outaishi to Dansou no Hime no Kekkon,N/A,Light Novel (1 vols),Oct 2013 - Oct 2013
40720,Kokuou Heika no Hitomebore: Itsuwari no Princess!?,N/A,Light Novel (1 vols),Mar 2015 - Mar 2015
40721,Koi no Tsubasa wo Te ni Irete☆: Kishi to no Koi wa Totsuzen ni?,N/A,Light Novel (1 vols),Nov 2012 - Nov 2012
40722,Natsu no Arashi: Eikoku Shinshi no Gekijou,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
40723,Himesama to Shitsuji: Koyoi, Anata to Kuchizuke wo,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
40724,Boukun Shachou to Keiyaku Dorei,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
40725,Touken Ranbu Online: Anthology Comic - Squeni no Jin,N/A,Manga (1 vols),Sep 2016 - Sep 2016
40726,Toraware no Harem: Ouji no Amai Jubaku,N/A,Light Novel (1 vols),May 2014 - May 2014
40727,Shiroi Machi no Yoru-tachi,N/A,Manga (3 vols),Aug 2013 - May 2015
40728,Night King,N/A,Manga (2 vols),Jul 2015 - Apr 2016
40729,Shunin no Ichinose-san,N/A,Manga (2 vols),Jun 2013 - Jun 2016
40730,Shouwa Tennou Monogatari,N/A,Manga (? vols),Apr 2017 -
40731,Ohayou Survive,N/A,Manga (2 vols),Apr 2017 - Aug 2017
40732,Inrantou: Nihon Kinki Hikyou Retsuden,N/A,Manga (1 vols),Jul 2017 - Aug 2017
40733,Guuzou Jihen: Hato ni Himei wa Kikoenai,N/A,Manga (4 vols),Apr 2016 - Mar 2018
40734,Seijuu-sama no Nasu ga Mama!,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
40735,Hanayome Shuugyou wa, Togi de no Dannasama no Yorokobasekata,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
40736,Mori no Rakuen: Ikemen Ouji to Cottage de Futarikiri,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
40737,Ai nante Niawanai,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
40738,Amaete, Amayakashite. Tappuri to,N/A,Light Novel (1 vols),Nov 2015 - Nov 2015
40739,Nureta Kuchibiru: Vampire Shishaku no Torokeru Dessert,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
40740,Koisuru Karada wo Dakishimete,N/A,Light Novel (1 vols),Nov 2015 - Nov 2015
40741,Hatsujou dake ja Dame desu ka? Koi ni Amaku Shibararete,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
40742,Kodoku na Yoru no, Amai Mitsu.,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
40743,Kurayami de Aishite: Kyasha-kei Nikushoku Danshi ga Watashi wo Osou Riyuu,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40744,Korette Unmei desu ka? Koi wa Yukemuri ni Magirete,N/A,Light Novel (1 vols),May 2016 - May 2016
40745,Vivo!,N/A,Manga (3 vols),Mar 2011 - Jun 2012
40746,Mama wa Sports Doctor,N/A,Manga (? vols),Apr 2017 -
40747,Kanojo ga Bikini Armor ni Kigaetara,N/A,Manga (2 vols),May 2017 - Jun 2018
40748,Shitamachi Sentou Kazoku,N/A,Manga (4 vols),Apr 2017 - Sep 2018
40749,Chorokoi zo! Kyuukan-san,N/A,Manga (1 vols),Apr 2017 - Oct 2017
40750,Osanpo no Jikan,N/A,Manga (1 vols),Jul 2007 - Sep 2007
40751,Kizoku Tantei,N/A,Manga (1 vols),Apr 2017 - Jul 2017
40752,Migatte na Yuuwaku,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40753,0-kyori kara no Hatsukoi Moyou,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
40754,Futari no Enbukyoku: Kawareta Hanayome ni Warawanai Hakushaku,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
40755,Mikkakan no Koibito Datta Hazu desu ga? Itsushika, Amai Wana ni Ochite,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
40756,Tsukiyo ni Hime wa Sarawarete: Wasureji no Heian Koimonogatari,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
40757,Wakaokami wa Toshishita Onzoushi ni Miryou sareru,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
40758,Dekiai Shachou wa Okute Otome ni Goshuushin,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40759,Isekai Clear no Game Master,N/A,Light Novel (? vols),May 2017 -
40760,Fenrir no Kusari,N/A,Light Novel (? vols),May 2017 -
40761,Mamono to Hajimeru Murazukuri!,N/A,Light Novel (? vols),Apr 2017 -
40762,Nandemo Hitotsu dake Kanau Negai ni "Kaisuu wo Mugen ni Shite" to Onegai shita Kekka,N/A,Light Novel (? vols),Apr 2017 -
40763,Yuusha Shoukan sareta kedo Jibun dake ga Hazure Yuusha de Mahou mo Skill mo Nai Hard Mode datta,N/A,Light Novel (? vols),Apr 2017 -
40764,Yuusha no Deban Nee kara!!,N/A,Light Novel (? vols),Apr 2017 -
40765,Hiiro no Gyokuza,N/A,Light Novel (? vols),May 2017 -
40766,Baito Leader ga Hajimeru Isekai Family Restaurant Musou,N/A,Light Novel (? vols),May 2017 -
40767,Nekodo-san wa Neko wo Kabutteiru,N/A,Manga (3 vols),May 2015 - Dec 2016
40768,Man in the Window,N/A,Manga (? vols),Jun 2015 -
40769,Job & Joy,N/A,Manga (2 vols),Aug 2011 - Feb 2014
40770,Hatsukoi Doushi.: Otaku Joshi to Tsundere Osananajimi no Renai Jijou,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40771,Ottori Shinkan no Dekiai Shinan: Eien no Chikai wa Kamisama no Mae de,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40772,Gisou Kekkon nara Okotowari desu! Do S na Shachou no Himitsu no Iitsuke,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
40773,Koyoi no Goshimei wa Dochira desu ka, Ohimesama? Ouji x Hime x Shitsuji no Love Romance,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40774,Koisuru Career Woman: Toshishita Kareshi no Mitsuai ni Oborete,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
40775,Daihitsu Renai: Toshiue Shousetsuka ni Aisarete,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40776,Hinekure Ryoushu wa Muyoku na Otome ni Kubittake!,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
40777,Uruwashi no Utahime wa Kuro Koushaku ni Ai wo Sasageru,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40778,Gun Dragon Σ,N/A,Manga (1 vols),Jan 1999 - May 1999
40779,Koi no Shizuku ni Musubarete,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
40780,Gouka Kyakusen de Royal Romance: Aiyoku ni Shizumu Teishuku,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
40781,Elixir wa Arimasen!,N/A,Manga (? vols),Jul 2016 -
40782,Tokumei no Kanojo-tachi,N/A,Manga (6 vols),Feb 2012 - Aug 2017
40783,Panikuri-gurashi☆,N/A,Manga (4 vols),Mar 2004 - May 2010
40784,Do S Shachou wa Cosplay ga Osuki?,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
40785,Koisuru Koe wa Kotonoha no Hoshi: Yuuwaku no Amai Sasayaki,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
40786,Nekokei Shachou to Inukei Danshi no Ai wa, Midara de Kanbi,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40787,Naisho no Kankei: Kiss kara Hajimaru Koimonogatari,N/A,Light Novel (1 vols),Dec 2016 - Dec 2016
40788,Ningyo Ouji no Midara na Yubisaki: Mitsu ni Nureru Shower-shitsu,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
40789,Kokoro wo Mark Yakiagete: Amaku Torokeru Bukotsu na Dekiai,N/A,Light Novel (1 vols),Nov 2015 - Nov 2015
40790,Hakushaku Reijou to Furachi na Aijin,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
40791,Oishii Kareshi: Hyouhen Ikemen ni Honrou Sareteimasu!,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
40792,Koinari.: Amakute pure na Miwaku no Yakimochi Kitsune-sama,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
40793,Heian Mitsugi: Toraware no Himegimi wa Aiyoku no Ouse ni Aegu,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40794,Game Playing Role,N/A,Light Novel (? vols),May 2017 -
40795,Brave Witches Prequel,N/A,Light Novel (? vols),Nov 2016 -
40796,Waga Itsuwari no Na no Moto ni Tsudoe, Hoshiboshi,N/A,Light Novel (? vols),May 2017 -
40797,Yuusha no Buki-ya Keiei,N/A,Light Novel (? vols),May 2017 -
40798,Ore, Boukensha! Musou Skill wa Heimen Mahou,N/A,Light Novel (? vols),May 2017 -
40799,Kamiari,N/A,Manga (? vols),Feb 2007 -
40800,Tsubaki-san,N/A,Manga (7 vols),Oct 2009 - Jun 2015
40801,Seimei-san wa Ganbaranai,N/A,Manga (4 vols),Oct 2013 - Sep 2015
40802,Isekai Guild Meshi,N/A,Light Novel (2 vols),Sep 2017 - Jan 2018
40803,Kotonaru Jigen no Kanrinin-san,N/A,Manga (? vols),Oct 2014 -
40804,Kinnikuman: Yomikiri Kessakusen 2011-2014,N/A,Manga (1 vols),Oct 2011 - Aug 2014
40805,Shinigami Doll,N/A,Manga (1 vols),Aug 2012 - Aug 2012
40806,Toushindai no Kiss wo Shite: Ouji-sama wa Totsuzen Arawaremashita,N/A,Light Novel (1 vols),May 2016 - May 2016
40807,12 no Jubaku: Bukiyou na Toshi no Sarenai,N/A,Light Novel (1 vols),May 2016 - May 2016
40808,Sekiyu-chan (Yome),N/A,Light Novel (1 vols),May 2017 - May 2017
40809,Hajimari no Mahoutsukai,N/A,Light Novel (5 vols),May 2017 - Jan 2019
40810,Ossan, Seiken wo Nuku.,N/A,Light Novel (? vols),May 2017 -
40811,Nobunaga-sensei no Osanazuma,N/A,Manga (5 vols),May 2017 - Aug 2019
40812,Asobitagari no Kiryuu-san,N/A,Manga (? vols),Jun 2017 - Jun 2017
40813,Kago no Shoujo wa Koi wo Suru,N/A,Manga (3 vols),Jun 2017 - Mar 2019
40814,Kaiten One,N/A,Manga (5 vols),May 2017 - Jan 2019
40815,Tsutsujimori: Ihin Seiri Shimatsuroku,N/A,Manga (3 vols),May 2017 - Apr 2018
40816,Futari no Derby,N/A,Manga (? vols),Dec 2016 -
40817,High School Agent,N/A,Manga (2 vols),Nov 1986 - Sep 1987
40818,Sukoara!,N/A,Manga (2 vols),Sep 2006 - Jan 2010
40819,Shingeki no Bahamut: Twin Heads,N/A,Manga (3 vols),Aug 2016 - Aug 2017
40820,The iDOLM@STER Cinderella Girls: U149,N/A,Manga (? vols),Oct 2016 -
40821,Taikiretsu Girl,N/A,Manga (6 vols),May 2016 - Jul 2018
40822,Rhyming Man,N/A,Manga (4 vols),May 2017 - Dec 2018
40823,Pandora Channel,N/A,Manga (1 vols),May 2017 - Mar 2018
40824,Bokura no Q,N/A,Manga (4 vols),Apr 2017 - Nov 2018
40825,Ashita no Jirou,N/A,Manga (2 vols),May 2017 - Oct 2017
40826,Kidou Senshi Gundam: Tekketsu no Orphans 2,N/A,Manga (4 vols),Nov 2016 - Oct 2018
40827,Kaori Warning!,N/A,Manga (3 vols),Apr 2017 - Nov 2017
40828,Katakoi Scream,N/A,Manga (3 vols),Apr 2017 - Nov 2018
40829,Ookami to Hitsuji,N/A,One-shot (? vols),Feb 2013 - Feb 2013
40830,Shuukatsukon: Eikyuu Shuushoku, Naitei desu!,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
40831,Tabikoi Tulle: Ikoku Danshi to Koto no Koizora,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
40832,Koi Creation: Otona no Koi tte Muzukashii!,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
40833,Ane Kare wa Oresama Otoko: Mitsukoi Rhapsody,N/A,Light Novel (1 vols),Sep 2014 - Sep 2014
40834,Fukushachou to Watashi no Koisuru Jijou,N/A,Light Novel (1 vols),Nov 2014 - Nov 2014
40835,Gifu to Haitoku no Koi wo Kasanete,N/A,Light Novel (1 vols),Dec 2014 - Dec 2014
40836,Yuugure no Jouji: Furin no Daishou,N/A,Light Novel (1 vols),Jan 2015 - Jan 2015
40837,Wagamama na Rika no Yokorenbo,N/A,Light Novel (1 vols),May 2015 - May 2015
40838,Yasashiku Shite Hoshii no: Oresama Joushi to no Koi no Hajimekata,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
40839,Kimi-iro Office: Toshishita Danshi ni Koi wo Shite,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
40840,Maid kara Haha ni Narimashita,N/A,Light Novel (? vols),Jan 2015 -
40841,Hajimete nanode, Oteyawaraka ni Negaimasu Oresama CEO no Midara na Oshioki,N/A,Light Novel (1 vols),May 2016 - May 2016
40842,Dokuzetsu Ouji no Renai Soudanshitsu: Cinderella to Himitsu no Counseling,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
40843,Tsuyoki na Onzoushi no Mouai: Koigokoro wa Yume no Ato de,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
40844,Change!,N/A,Manga (1 vols),Mar 2014 - Nov 2014
40845,Change Up!,N/A,Manga (2 vols),Aug 2007 - Mar 2013
40846,Arthur Bright,N/A,Manga (? vols),May 2017 -
40847,Dive!!,N/A,Manga (3 vols),Jun 2017 - Aug 2018
40848,Dekiai Shisugiru Kare no Kimochi ni Kizuitara,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
40849,Tsubomihime no Amayaka na Junan: Ijiwaru Ouji no Sakuryaku ni Hamarimashite!?,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
40850,Annyon!,N/A,Manga (2 vols),Dec 2007 - Mar 2009
40851,Rikei Joushi no Koudou ga Nankai desu: Wana dato Omottara Koi deshita,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
40852,S-kei Idol to Yokujou Renai: Himitsu Afureru 1-shuukan,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
40853,Zettai Boukun: CEO no Midara na Dekiai,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
40854,Risou no Kareshi no Sodatekata: Office de Ecchi na Renai Choukyou,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
40855,Mekakushi no Koi: Hada ni Fureru Jouzetsu na Yubisaki,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
40856,Toshishita Danshi wa S deshita: Hajimete no Choukyou Ecchi,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
40857,Honey Honey Honey: Midara na Koi wa Mitsu no Aji,N/A,Light Novel (1 vols),Sep 2016 - Sep 2016
40858,Konzen Renai,N/A,Manga (1 vols),Sep 2016 - Nov 2016
40859,Ai toka Koi toka Et cetera,N/A,Doujinshi (1 vols),Dec 2007 - Dec 2007
40860,Koi Through Otome,N/A,Manga (1 vols),Jan 2009 - Nov 2010
40861,Rojiura Koshoten Inrandou,N/A,Light Novel (2 vols),May 2017 - May 2017
40862,Eh, Teni Shippai!? ......Seikou?,N/A,Light Novel (? vols),May 2017 -
40863,Sekai Saikyou no Hitomishiri to Mamono ga Kiesou na Tasogare Meikyuu,N/A,Light Novel (? vols),May 2017 -
40864,Nekomimi & Shippo Hyoujun Soubi no Kare to Doukyo Hajimemashita,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
