Rank,Title,Score,Episodes,Airing
29684,Noel,N/A,Manga (2 vols),May 2016 - Oct 2017
29685,Nettai Déraciné Houshokuten,N/A,Manga (? vols),Apr 2016 -
29686,Seifukuou no Gekiai: Hitojichi-hime wa Mitsuya ni Aegu,N/A,Light Novel (1 vols),May 2016 - May 2016
29687,Soushou to Netsuaichuu: Otemae Choudai Itashimasu!?,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
29688,Wakudeki: Ouji-sama to Koi no Kakehiki,N/A,Light Novel (1 vols),Oct 2014 - Oct 2014
29689,Ingress-teki Nichijou: Chloe-san no Baai,N/A,Manga (2 vols),Jun 2016 - Jul 2017
29690,Yuuwaku Lingerie: Fuku no Shita ni wa Naisho no Koi,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
29691,Mashou no Kare wa Ai wo Shiru,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
29692,Oresama Toushou no Wakaokusama,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
29693,Hakushaku Reijou wa Mitsu ni Mamirete,N/A,Light Novel (1 vols),Jan 2012 - Jan 2012
29694,Kaizokuou no Hanayome: Fukushuu wa Amaku Midara ni,N/A,Light Novel (1 vols),Jan 2012 - Jan 2012
29695,Pâtissier Sweets a Love,N/A,Light Novel (1 vols),Jan 2012 - Jan 2012
29696,Kirizamurai,N/A,Manga (1 vols),Dec 2016 - Jan 2017
29697,Saeki-san to, Hitotsu Yane no Shita: I'll have Sherbet!,N/A,Light Novel (5 vols),Feb 2017 - Aug 2018
29698,Escape Sheep Land,N/A,Light Novel (1 vols),Feb 2016 - Mar 2017
29699,Ningyohime no Suizokukan,N/A,Manga (2 vols),May 2016 - Mar 2017
29700,Hero Oniichan to Last Boss Imouto: Bakken! Seikenzer,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
29701,Himerareta Mitsugoto: Bara-tachi no Enbukyoku,N/A,Light Novel (1 vols),Jan 2012 - Jan 2012
29702,Love Lesson☆Sensei wa Futari no Oniisama,N/A,Light Novel (1 vols),Feb 2012 - Feb 2012
29703,Itsudatte Honki no Koi,N/A,Light Novel (1 vols),Mar 2012 - Mar 2012
29704,Aihara Soyogi no Nayamigoto: Toki wo Tomeru Nouryokusha ni Douyattara Kateru to Omou?,N/A,Light Novel (? vols),Mar 2017 -
29705,KiraPuri Ojisan to Youjo-senpai,N/A,Light Novel (? vols),Mar 2017 -
29706,Biblia Koshodou no Jiken Techou Spin-off: Koguchi-san to Boku no Biblia Fight-bu Katsudou Nisshi,N/A,Light Novel (? vols),Mar 2017 -
29707,Shibari Play Eiyuuki,N/A,Light Novel (? vols),Mar 2017 -
29708,Kateikyoushi no H na Iitsuke,N/A,Light Novel (1 vols),Apr 2012 - Apr 2012
29709,Mousukoshi dake Mattete.,N/A,Light Novel (1 vols),May 2012 - May 2012
29710,Sabaku no Mistuai: Touzoku Ouji to Shinju-hime,N/A,Light Novel (1 vols),Aug 2012 - Aug 2012
29711,Ikinari Princess: Hanayome Shuugyou wa Bed no Naka de,N/A,Light Novel (1 vols),Oct 2012 - Oct 2012
29712,Sensei to Boku: Natsume Souseki wo Kakomu Hitobito,N/A,Manga (4 vols),2010 - Nov 2012
29713,Sun Tzu no Idol Heihou!,N/A,Manga (2 vols),Nov 2016 - Aug 2017
29714,S-kei Shachou to Naisho no Shinkon Seikatsu♥,N/A,Light Novel (1 vols),Dec 2012 - Dec 2012
29715,Seinaru Otome no Midara na Tsumi,N/A,Light Novel (1 vols),Mar 2013 - Mar 2013
29716,Himitsu no Doukyo Renai: Osananajimi to Aisare Ecchi,N/A,Light Novel (1 vols),Apr 2013 - Apr 2013
29717,Kami no Tsukai wa Amai Miko ni Oboreru,N/A,Light Novel (1 vols),Feb 2015 - Feb 2015
29718,Anata wo Motto Tabetai no!!,N/A,Light Novel (1 vols),May 2013 - May 2013
29719,Uchi no Zashikiwarashi ga,N/A,Manga (3 vols),Jan 2010 - Apr 2014
29720,Mori no Naka Shoten Tsurezure,N/A,Manga (1 vols),Dec 2013 - Jun 2014
29721,Gunshi-hime,N/A,Manga (2 vols),Aug 2014 - Jun 2016
29722,Maou ga Yadoya wo Yatteinu.,N/A,Manga (3 vols),Feb 2017 - Nov 2019
29723,Tono to Issho,N/A,Manga (11 vols),Jul 2005 - Apr 2017
29724,Hikage Biyori,N/A,One-shot (? vols),Jun 2016 - Jun 2016
29725,Hanayome wa Mitsu ni Oborete: Hakushaku no Wana,N/A,Light Novel (1 vols),Jun 2013 - Jun 2013
29726,Do S Shachou no Dorei: Gaman Dekinai Zecchou Game♥,N/A,Light Novel (1 vols),Jul 2013 - Jul 2013
29727,Taiyou no Makibao,N/A,Manga (16 vols),Mar 2007 - Apr 2011
29728,Taiyou no Makibao W,N/A,Manga (20 vols),May 2011 - Nov 2016
29729,Gohoubi wo Ageru: Idol to Aisare Ecchi,N/A,Light Novel (1 vols),Jul 2013 - Jul 2013
29730,Futago Ouji no Amai Kyuukon: Emerald no Mitsuai,N/A,Light Novel (1 vols),Aug 2013 - Aug 2013
29731,Kojin Jugyou no Amai Wana: Ouji-sama to Aisare Ecchi,N/A,Light Novel (1 vols),Sep 2013 - Sep 2013
29732,Kirihoushi,N/A,Manga (2 vols),May 2005 - Oct 2005
29733,Sutema!,N/A,Manga (3 vols),Jun 2012 - Feb 2016
29734,Aiyoku Choukyou: Ojousama to Toshiue Boukun,N/A,Light Novel (1 vols),Oct 2013 - Oct 2013
29735,Yaban de Kouki na Kyuukonsha,N/A,Light Novel (1 vols),Oct 2013 - Oct 2013
29736,World Witches: Contrail of Witches,N/A,Manga (3 vols),Sep 2016 - Nov 2017
29737,Watashi wo Kuruwasu Haitatsu Danshi,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
29738,Pocket Monsters Horizon,N/A,Manga (2 vols),Sep 2016 - Jul 2017
29739,Super Mario 4-koma Manga Gekijou,N/A,Manga (11 vols),May 1991 - Feb 1997
29740,Kedamono Joushi, Choukyou shimasu!,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
29741,Kannou Shousetsuka no H na Iitsuke,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
29742,Mittei Maid wa Koi no Wana ni Torawarete,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
29743,Quartet Lovers: Otome wa Yon Ouji no Mitsuai ni Oboreru,N/A,Light Novel (1 vols),Jan 2014 - Jan 2014
29744,Senya no Souai: Hanayome wa Nessa no Koutei Kyoudai ni Ubawarete,N/A,Light Novel (1 vols),Feb 2014 - Feb 2014
29745,Toraware no Mitsu Dorei: Do S na Oji-sama ni Aisarete,N/A,Light Novel (1 vols),Mar 2014 - Mar 2014
29746,Mélimélo Marriage: Satou-hime wa Aimitsu ni Oboreru,N/A,Light Novel (1 vols),Mar 2014 - Mar 2014
29747,Tou Tiao Dou Shi Ta,N/A,Manhua (? vols),Aug 2015 -
29748,Sakura to Sensei,N/A,Manga (5 vols),Feb 2017 - Aug 2018
29749,Daibanchou,N/A,Light Novel (2 vols),Sep 2004 - Apr 2005
29750,Odoru Issun-boushi,N/A,One-shot (? vols),Mar 2010 - Mar 2010
29751,Inochi wo Waketa Kimi to, Jinsei Saigo no Yume wo Miru,N/A,Manga (3 vols),Mar 2017 - Sep 2017
29752,Singularity wa Kumo wo Tsukamu,N/A,Manga (3 vols),Feb 2017 - Apr 2018
29753,Kamitsuki Gakuen,N/A,Manga (2 vols),Feb 2017 - Mar 2018
29754,Tokyo Kari-niku Teppou-tai,N/A,Manga (1 vols),Feb 2017 - Jan 2018
29755,Phantasy Star Online 2: Episode 0,N/A,Manga (1 vols),Feb 2017 - Jul 2017
29756,Do S Seitokaichou to Yabai Kankei,N/A,Light Novel (1 vols),Mar 2014 - Mar 2014
29757,Mitsu-iro no Yakusoku: Nusumareta Seijo,N/A,Light Novel (1 vols),Apr 2014 - Apr 2014
29758,Princess Knight: Kishi Hime no Junketsu wa Shuudouin ni Chiru,N/A,Light Novel (1 vols),Apr 2014 - Apr 2014
29759,Ryakudatsu sareta Kekkon: Koori-hime wa Mitsuai ni Torokeru,N/A,Light Novel (1 vols),May 2014 - May 2014
29760,Koisuru Biyaku ni Amaku Nurete,N/A,Light Novel (1 vols),Jun 2015 - Jun 2015
29761,Kousui Hakushaku to Midara na Recipe,N/A,Light Novel (1 vols),Jun 2014 - Jun 2014
29762,Koushaku-sama wa Hanayome ni Muchuu: Yoru mo Hiru mo Aisaretsukushite,N/A,Light Novel (1 vols),Jun 2014 - Jun 2014
29763,Aimitsu Splash: Oresama Shachou no Suichuu Lesson,N/A,Light Novel (1 vols),Jul 2014 - Jul 2014
29764,Rikyuu no Oujo wa Ai ni Tomadou: Gondola wa Natsu no Yoru ni Nurete,N/A,Light Novel (1 vols),Jul 2014 - Jul 2014
29765,Shitsuji to Himitsu no Koi: Reijou wa Yasashii Yubisaki ni Torawareru,N/A,Light Novel (1 vols),Aug 2014 - Aug 2014
29766,Haou ni Tsunagareta Kotori,N/A,Light Novel (1 vols),Sep 2014 - Sep 2014
29767,Junketsu no Hime wa Tsubomi wo Hirakasareru,N/A,Light Novel (1 vols),Sep 2014 - Sep 2014
29768,Miyabiyaka Heian Love: Hime wa Chuujou ni Midasareru,N/A,Light Novel (1 vols),Oct 2014 - Oct 2014
29769,Ookami no Hanayome: Aisareta Ikenie,N/A,Light Novel (1 vols),Oct 2014 - Oct 2014
29770,Mitsugetsu Enbukyoku: Osozaki no Hana wa Ikoku no Kishi ni Mederareru,N/A,Light Novel (1 vols),Nov 2014 - Nov 2014
29771,Misanthrope na Kanojo,N/A,Manga (3 vols),Dec 2015 - Mar 2017
29772,Nana Toshi Monogatari,N/A,Manga (5 vols),Apr 2017 - Sep 2019
29773,Korosazaru Mono, Ikubekarazu,N/A,Manga (? vols),Apr 2017 -
29774,Ginga Chuushinten: Almagest Chuuiki,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29775,Akuyaku Reijou no Torimaki Yameyou to Omoimasu,N/A,Light Novel (4 vols),Mar 2017 - Oct 2018
29776,Totsuzen desu ga, Oniichan to Kekkon shimasu!,N/A,Light Novel (? vols),Mar 2017 -
29777,Makikomare Isekai Shoukanki,N/A,Light Novel (? vols),Mar 2017 -
29778,Kokuou Heika no Midara na Marriage Lesson,N/A,Light Novel (1 vols),Jan 2015 - Jan 2015
29779,Ani to Imouto: Kinjirareta Houyou,N/A,Light Novel (1 vols),May 2015 - May 2015
29780,Koinu dato Omotte Koe wo Kaketara Jitsu wa Ookami deshita,N/A,Light Novel (1 vols),Mar 2015 - Mar 2015
29781,Houou no Senaka, Mune no Bara,N/A,Light Novel (1 vols),Apr 2015 - Apr 2015
29782,Datenshi no Chouai,N/A,Light Novel (1 vols),Apr 2015 - Apr 2015
29783,Ryoshuu no Himekishi: Midasareta Kin no Kami,N/A,Light Novel (1 vols),May 2015 - May 2015
29784,Hanayome Yousei no Midara na Itazura,N/A,Light Novel (1 vols),May 2015 - May 2015
29785,Yumemiru Ningyo wa Mahoutsukai ni Oboreru,N/A,Light Novel (1 vols),Jun 2015 - Jun 2015
29786,Hyakuokuen no Proposal: Bubble Shoujo wa Princess?,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
29787,Ouji-sama no Aigan Koneko,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
29788,Suukikyou no Midara na Kyuusai: Doku no Yubiwa wa Himitsu ni Nurete,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
29789,Soushoku Danshi to Dekiai Otome no Ama-iro Mitsuji,N/A,Light Novel (1 vols),Aug 2015 - Aug 2015
29790,Sweets Ouji wa Wagashi-hime ni Dekiai suru,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
29791,Sheikh wa Ikinari Kyuukonchuu! "Ore no Yome" tte Watashi ga desu ka?,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29792,Hanamitsu Torikaebaya Emaki: Dansou Kikoushi, Himitsu no Koi,N/A,Light Novel (1 vols),Oct 2015 - Oct 2015
29793,Haigyou Maou, Bondage Shop Hajimemasu,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29794,Moji Mahou x Insatsu Gijutsu de Okosu Isekai Kakumei,N/A,Light Novel (1 vols),Apr 2017 - Apr 2017
29795,Takenaka Hanbee no Seizon Senryaku: Sengoku no Yo wo Ayatsuru "Chashitsu" no Naka no Eiyuu-tachi,N/A,Light Novel (? vols),Mar 2017 -
29796,Dual Life: Hiru wa Yuusha Party, Yoru wa Maougun,N/A,Light Novel (? vols),Mar 2017 -
29797,Shikkoku no Ookamiou to Ryoshuu no Himegimi: Kurawareta Wedding,N/A,Light Novel (1 vols),Nov 2015 - Nov 2015
29798,Futago Heika no Kyuukon: Kyuuketsuki wa Muku na Hanayome wo Nozomu,N/A,Light Novel (1 vols),Nov 2015 - Nov 2015
29799,Hatsukoi Kishi no Amai Kuchizuke: Towa no Chikai ni Ai wo Komete,N/A,Light Novel (1 vols),Dec 2015 - Dec 2015
29800,Gouman Ouji wa, Himitsu wo Motsu: Hisareta Yashiki ni Torawarete,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
29801,Cool Shachou ga "Renai Mode" ni Hyouhen Shimashita.,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
29802,Shoukinkubi,N/A,Manga (2 vols),Mar 2017 - Aug 2017
29803,Tachiagare! Orc-san,N/A,Manga (4 vols),Jun 2016 - Apr 2018
29804,Getsuyoubi wa 2-gen kara,N/A,Manga (7 vols),Dec 2012 - Sep 2016
29805,Arigoke,N/A,Manga (2 vols),Mar 2015 - Aug 2016
29806,Sabaku no Bara: Nessa no Honeymoon,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
29807,Kitsune Kamikoi Moyou,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
29808,Tengu ni Yomeiri Shichaimasu!?,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
29809,Riajuu Meimon Daigakusei ga Watashi ni Itto ni Narimashita.,N/A,Light Novel (1 vols),May 2016 - May 2016
29810,Kokuou Heika no Ryoshuu Hanayome: Toutoki Bara wa Taiyou to Tsuki ni Shuuai sareru,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
29811,Watashi wa Anata no Inu ni Naru,N/A,Manga (3 vols),Feb 2015 - Jul 2016
29812,Inori-chan no Zangyou Nisshi,N/A,Manga (1 vols),Dec 2015 - Sep 2016
29813,Aka-chan no Host,N/A,Manga (9 vols),Apr 2013 - Aug 2016
29814,Grendel,N/A,Manga (3 vols),Oct 2015 - May 2017
29815,Dansou no Koushaku Reijo wa Ouji ni Kyuukon Saremashita,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
29816,Sarawareta Tou no Himegimi: Gunjinou ga Araarashiku Dekiaichuu♥,N/A,Light Novel (1 vols),Oct 2016 - Oct 2016
29817,Charisma Shachou ni Kankin Saretara Dekiai desu ka?,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
29818,Inari Ouji no Gouin Kyuuai: Koishite, Aishite, Heian Emaki!,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
29819,Denka no Aizou to Biyaku no Wana: Reijou wa Enzai ni Madou,N/A,Light Novel (1 vols),Aug 2016 - Aug 2016
29820,Migawari-hime to Hiryuuou no Mitsubou: Dansou wa Shuuchaku no Ai de Midasareru,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
29821,Toshiue Koushaku no Aisare Hanayome,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
29822,Hotel Gigantcastle e Youkoso,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29823,Ibaramichi no Eijuutan,N/A,Light Novel (? vols),Mar 2017 -
29824,Koutaishi no Ibouai: Dansou-hime wa Saku ni Oboreru,N/A,Light Novel (1 vols),Feb 2017 - Feb 2017
29825,Shuusou no Refrain,N/A,Light Novel (1 vols),Oct 2016 - Feb 2017
29826,Steal!!: Saikyou no Last Number to Saikyou no Clears,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29827,(Kono Sekai wa Mou Ore ga Sukutte Tomi to Kenryoku wo Te ni Iretashi, Onna Kishi ya Onna Maou to Shiro de Tanoshiku Kurashiteru kara, Ore Igai no Yuusha wa) Mou Isekai ni Konaide Kudasai.,N/A,Light Novel (? vols),Mar 2017 -
29828,Gi(a)rlish Number Shura,N/A,Manga (1 vols),Aug 2016 - Nov 2016
29829,Keikoku no Biki no Hatsukoi: Kyuuai wa Atsuku Midara ni,N/A,Light Novel (1 vols),Apr 2015 - Apr 2015
29830,Junjou Yokubou Sweet Manual: Shojo to Yajuu no Shanai Renai,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
29831,Ouji-sama wa Tasuke ni Konai: Osananajimi x Kankinai,N/A,Light Novel (1 vols),May 2015 - May 2015
29832,Gokudou to Yoru no Otome: Hajimete wa Midara na Chigiri,N/A,Light Novel (1 vols),Nov 2015 - Nov 2015
29833,Tohsishita Ouji ni Amai Fukujuu: Tokyo Ouji,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
29834,Re;Set>Gakuen Simulation,N/A,Light Novel (? vols),Mar 2017 -
29835,Isekai Shuzaiki,N/A,Light Novel (? vols),Mar 2017 -
29836,Henshuu-san to JK Sakka no Tadashii Tsukiaikata,N/A,Light Novel (? vols),Mar 2017 -
29837,Juussai no Saikyou Madoushi,N/A,Light Novel (? vols),Mar 2017 -
29838,Sono Saikyou, Kami no Irai de Isekai e,N/A,Light Novel (? vols),Mar 2017 -
29839,Kakushi Skill de Isekai Musou,N/A,Light Novel (? vols),Mar 2017 -
29840,Jimi ni, Medatazu, Koishiteru.: Osananajimi to Naisho no Renai Jijou,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
29841,Otona no Koi wo Oshiete Ageru: Do S Shitsuji no Amai Choukyou,N/A,Light Novel (1 vols),May 2015 - May 2015
29842,Koibumi Labyrinth: Tantou Henshuu wa Hatsukoi no Kare!?,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
29843,High School Fleet: Loreley no Otome-tachi,N/A,Manga (3 vols),Jun 2016 - Aug 2017
29844,Gouin Shuuchaku Dekiai Darling: Akirame no Warui Onzoushi,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
29845,Henshuu-san (←Motokano) ni Hakararemashite: Kinyoku Sakka no Koi to Yokubou,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
29846,Renai Idenshi Ketsuboushou: Tokkouyaku wa Onzoushi!?,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
29847,Rakuen de Koi wo Suru: Hotel Onzoushi no Amai Kyuuai,N/A,Light Novel (1 vols),May 2016 - May 2016
29848,Wakeari Bukken Keiyakuchuu: Charisma Uranaishi to Fukigen na Koibito,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
29849,Ore ga Seijo-tachi wo Dorei ni Shinagara Maou wo Mezasu Hanashi,N/A,Light Novel (? vols),Feb 2017 -
29850,Foreigner no Ayamachi,N/A,Light Novel (? vols),Mar 2017 -
29851,Majo to Majou no Sabbath Marina,N/A,Light Novel (? vols),Mar 2017 -
29852,MMORPG? Shittemasu kedo Nani ka?,N/A,Light Novel (? vols),Apr 2017 -
29853,Pico-Pico Shounen EX,N/A,Manga (? vols),Mar 2017 -
29854,Metal★Nikki,N/A,Manga (1 vols),Nov 2013 - Oct 2014
29855,Metal★Rock,N/A,Manga (2 vols),Nov 2014 - Feb 2017
29856,Youko-san wa Kakkoii,N/A,Manga (2 vols),Mar 2017 - May 2018
29857,Yuri tto Yama Girl,N/A,Doujinshi (1 vols),May 2012 - May 2012
29858,Gaki☆Rock,N/A,Manga (1 vols),Jul 2002 - Nov 2002
29859,Manatsu no Yoru no Inmu,N/A,Manga (1 vols),Nov 2010 - Nov 2010
29860,Ikemen Kyoudai kara Semarareteimasu ga Nanra Mondai Arimasen.,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
29861,Anata no Kotoba ni Oboretai: Renai Shousetsuka to Midara na Dokushokai,N/A,Light Novel (1 vols),Nov 2016 - Nov 2016
29862,Dekiai Concerto: Onzoushi wa Hanayome wo Sokubaku suru,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
29863,Fondant Chocolat Danshi wa Amaku Torokeru,N/A,Light Novel (1 vols),Jan 2017 - Jan 2017
29864,Yatoware Fiancée no Mitsumei: Shishaku no Amai Yuuwaku,N/A,Light Novel (1 vols),Jul 2014 - Jul 2014
29865,Hotel R.I.P.,N/A,Manga (? vols),Apr 2016 -
29866,Ohitsuri-sama,N/A,Manga (? vols),Dec 2016 -
29867,Sophie Rose to Ibara no Warlock,N/A,Manga (3 vols),Apr 2016 - Jun 2017
29868,Otona no Koi wa Kojiraseru,N/A,Manga (? vols),Dec 2016 - Feb 2017
29869,Aimite no: Rakka no Shitone,N/A,Light Novel (1 vols),Jul 2014 - Jul 2014
29870,Suzaku no Koutei wa Yawahada wo Kurau,N/A,Light Novel (1 vols),May 2014 - May 2014
29871,Yuurei Yashiki no Hakushaku Reijou: Koushaku no Gouin na Mitsugi,N/A,Light Novel (1 vols),Sep 2014 - Sep 2014
29872,Anata ga Hoshii: Oukan to Aimitsu no Hanayome,N/A,Light Novel (1 vols),Jun 2014 - Jun 2014
29873,Shinigami Hakushaku to Fukigen na Hanayome,N/A,Light Novel (1 vols),Nov 2014 - Nov 2014
29874,Sugary Wedding: Fiancée wa Kokuou Heika,N/A,Light Novel (1 vols),Nov 2014 - Nov 2014
29875,Boukun Ouji no Shuuai: Ubawareta Junjou,N/A,Light Novel (1 vols),Mar 2015 - Mar 2015
29876,Kuroi Tenshi wa Ai wo Sasayaku,N/A,Light Novel (1 vols),May 2015 - May 2015
29877,Haou no Kousokuai: Koukyuu no Inya wa Amaku Hageshiku,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
29878,Aien no Keiyaku: Oujo wa Ryuu ni Dakareru,N/A,Light Novel (1 vols),Jul 2015 - Jul 2015
29879,Uruwashi no Koushaku no Kanzen Houiai,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
29880,Shikkoku no Hakaiou to Momoiro Princess,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
29881,High & Low: The Story of S.W.O.R.D.,N/A,Manga (3 vols),Sep 2015 - Sep 2016
29882,High & Low: G-Sword,N/A,Manga (1 vols),Mar 2017 - Aug 2017
29883,Field no Hanako-san,N/A,Manga (5 vols),Jan 2014 - Aug 2015
29884,Tensei shita node Tsugi koso wa Shiawase na Jinsei wo Tsukande Misemashou,N/A,Light Novel (5 vols),Mar 2015 - Aug 2016
29885,Koushaku-sama no Dekiai Honeymoon,N/A,Light Novel (1 vols),Nov 2015 - Nov 2015
29886,Kuraikorosu Kami no Yome,N/A,Light Novel (1 vols),Jan 2016 - Jan 2016
29887,Kamisama (Kari) no Hatameiwaku na Chouai,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
29888,Ijiwaru Hakushaku to Bukiyou na Wakaokusama,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
29889,Ginsetsuou no Kyouai: Wasurerareta Mitsugetsu,N/A,Light Novel (1 vols),May 2016 - May 2016
29890,Marietta-hime no Konrei: Dannasama, Sutekisugimasu!,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
29891,Shougun Ouji no Dekiai Hanayome: Kurenai no Shitone ni Botan wa Midareru,N/A,Light Novel (1 vols),May 2016 - May 2016
29892,Teitoku Ouji no Amai Shinkon Seikatsu,N/A,Light Novel (1 vols),Jul 2016 - Jul 2016
29893,Kanzen Muketsu no Wedding Bell,N/A,Light Novel (1 vols),May 2014 - May 2014
29894,Gisou Kakeochi no Susume!,N/A,Light Novel (1 vols),Nov 2015 - Nov 2015
29895,Kenrantaru Aijin Keiyaku: Toshiue Koushaku-sama no Itoshi no Ballerina,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29896,Kore tte Unmei? Ichizu na Seifukuou no Kageki na Chouai,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29897,Bianca Overstep,N/A,Light Novel (2 vols),Mar 2017 - Mar 2017
29898,Saishou Kakka no Midara na Takurami,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29899,Shinkon nanoni Dannasama ga Sutekisugite Komarimasu!!: Dekiai Ouji to Amai Mitsugetsu,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29900,Koushaku-sama to Mibunchigai no Koi wa Unmei wo Koete: Himitsu no Reijou e no Ichizu na Ai,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29901,Giniro no Sniper,N/A,Light Novel (1 vols),Mar 2017 - Mar 2017
29902,Jijo desu ga Koisarenakereba Kyuuchi desu,N/A,Light Novel (2 vols),Oct 2016 - Mar 2017
29903,Sennen no Mushin,N/A,Manga (? vols),Mar 2017 - Mar 2017
29904,Pocket Monsters Omega Ruby Alpha Sapphire: Akaki Jounetsu to Aoki Eichi,N/A,Manga (1 vols),Sep 2014 - Dec 2014
29905,Yatoware Maid to Nemurenai Hakushaku: Yuurei Yashiki no Koi,N/A,Light Novel (1 vols),May 2016 - May 2016
29906,Second Proposal: Outaishi no Amai Wana,N/A,Light Novel (1 vols),Jan 2015 - Jan 2015
29907,Gouin Koushaku no Dekiai,N/A,Light Novel (1 vols),Mar 2016 - Mar 2016
29908,Houkago Cinderella: Kagaku Kyoushi no Dekiai Lesson,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
29909,Gouman Joushi no Target,N/A,Light Novel (1 vols),Feb 2016 - Feb 2016
29910,Dekiai Café de Kuchizuke wo,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
29911,Henkutsu Pianist no Kirihara-san wa, Elevator de Koi ni Ochita you desu,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
29912,CEO no Okiniiri: Hisho wa Office de Amaku Midasare,N/A,Light Novel (1 vols),Apr 2016 - Apr 2016
29913,Sweet Bridal e Youkoso: Binwan Shachou no Dekiai,N/A,Light Novel (1 vols),Jun 2016 - Jun 2016
29914,Fumare, Najirare, Hirefushitai.,N/A,Light Novel (1 vols),Aug 2013 - Aug 2013
29915,Darenimo, Naisho de, Koishiteru.,N/A,Light Novel (1 vols),Mar 2014 - Mar 2014
29916,Skill-kurai no Eiyuutan,N/A,Light Novel (? vols),Feb 2017 -
29917,Kuishinbou!,N/A,Manga (24 vols),Oct 2004 - Feb 2009
29918,Ouji-sama wa Tasuke ni Konai,N/A,Light Novel (1 vols),Apr 2013 - Apr 2013
29919,Ouji no Kiss dewa Mezamenai,N/A,Light Novel (1 vols),Dec 2013 - Dec 2013
29920,Goryuu Kuni Monogatari: Koutei Heika no Neya Shinanyaku - Toumitsu no Shitone,N/A,Light Novel (2 vols),Nov 2016 - Nov 2016
29921,Douchaku suru Tsumiki,N/A,Light Novel (1 vols),Jun 2012 - Jun 2012
29922,Itoshii Wagamama: Furachi na Himistu,N/A,Light Novel (1 vols),Nov 2011 - Nov 2011
29923,Aishi, Aisare, Fumaretai.,N/A,Light Novel (1 vols),Jul 2014 - Jul 2014
29924,Koiami: Midori no Hitomi ni Miserarete,N/A,Light Novel (1 vols),Nov 2013 - Nov 2013
29925,Koizakura: Onzoushi ni Sarawarete,N/A,Light Novel (1 vols),Jan 2013 - Jan 2013
29926,Koi wa Make no Nochi de,N/A,Light Novel (1 vols),Jul 2013 - Jul 2013
29927,Koisuru Boulanger: Marugoto Tabete Hoshii no,N/A,Light Novel (1 vols),Mar 2014 - Mar 2014
29928,Shiokaze wa Ijiwaru na Koi no Unmei,N/A,Light Novel (1 vols),Sep 2015 - Sep 2015
29929,Kare no Te wa Himitsu no Switch,N/A,Light Novel (1 vols),Apr 2013 - Apr 2013
