Rank,Title,Score,Episodes,Airing,Link
9753,Transformers Superlink Special,5.84,Special (1 eps),Nov 2004 - Nov 2004,https://myanimelist.net/anime/9528/Transformers_Superlink_Special
9754,Ultraviolet: Code 044,5.84,TV (12 eps),Jul 2008 - Sep 2008,https://myanimelist.net/anime/4264/Ultraviolet__Code_044
9755,Ushinawareta Choushoku,5.84,ONA (1 eps),Jan 2015 - Jan 2015,https://myanimelist.net/anime/40171/Ushinawareta_Choushoku
9756,Yasashii Akuma,5.84,ONA (1 eps),Dec 2018 - Dec 2018,https://myanimelist.net/anime/38907/Yasashii_Akuma
9757,Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,5.84,ONA (1 eps),Jun 2015 - Jun 2015,https://myanimelist.net/anime/31164/Aloha_Youkai_Watch__Rakuen_Hawaii_de_Geragerapou
9758,Ayane-chan High Kick!,5.84,OVA (2 eps),Jan 1997 - Apr 1997,https://myanimelist.net/anime/2183/Ayane-chan_High_Kick
9759,Bouken! Iczer 3,5.84,OVA (6 eps),Sep 1990 - Feb 1991,https://myanimelist.net/anime/2292/Bouken_Iczer_3
9760,Chouon Senshi Borgman: Madnight☆Gigs!,5.84,OVA (1 eps),Feb 1989 - Feb 1989,https://myanimelist.net/anime/30571/Chouon_Senshi_Borgman__Madnight☆Gigs
9761,Chuldong! Super Wings,5.84,TV (52 eps),Sep 2013 - Feb 2016,https://myanimelist.net/anime/38525/Chuldong_Super_Wings
9762,Cleopatra D.C.,5.84,OVA (3 eps),Apr 1989 - May 1991,https://myanimelist.net/anime/2754/Cleopatra_DC
9763,Comet Lucifer,5.84,TV (12 eps),Oct 2015 - Dec 2015,https://myanimelist.net/anime/31318/Comet_Lucifer
9764,Compiler: Music Clips in Trackdown,5.84,Music (6 eps),Sep 1992 - Sep 1992,https://myanimelist.net/anime/38769/Compiler__Music_Clips_in_Trackdown
9765,Duel Masters,5.84,TV (26 eps),Oct 2002 - Apr 2003,https://myanimelist.net/anime/1685/Duel_Masters
9766,Eun-sil-i,5.84,Movie (1 eps),Nov 2011 - Nov 2011,https://myanimelist.net/anime/30193/Eun-sil-i
9767,Guardian Hearts,5.84,OVA (6 eps),May 2003 - Nov 2003,https://myanimelist.net/anime/824/Guardian_Hearts
9768,Guardian Hearts-Power UP!,5.84,OVA (4 eps),Jan 2005 - Mar 2005,https://myanimelist.net/anime/3157/Guardian_Hearts-Power_UP
9769,Hashi no Mukou,5.84,ONA (1 eps),Sep 2012 - Sep 2012,https://myanimelist.net/anime/24127/Hashi_no_Mukou
9770,Hayou no Tsurugi: Shikkoku no Mashou,5.84,OVA (2 eps),Nov 1992 - Dec 1992,https://myanimelist.net/anime/5930/Hayou_no_Tsurugi__Shikkoku_no_Mashou
9771,I Think You're a Little Confused,5.84,Movie (1 eps),Jul 2016 - Jul 2016,https://myanimelist.net/anime/44776/I_Think_Youre_a_Little_Confused
9772,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω Mini Anime,5.84,ONA (18 eps),Mar 2021 - Jun 2021,https://myanimelist.net/anime/48615/Isekai_Maou_to_Shoukan_Shoujo_no_Dorei_Majutsu_Ω_Mini_Anime
9773,Kaitei Sanman Mile,5.84,Movie (1 eps),Jul 1970 - Jul 1970,https://myanimelist.net/anime/9172/Kaitei_Sanman_Mile
9774,Kawazuno Mekaridoki,5.84,Music (1 eps),Nov 2016 - Nov 2016,https://myanimelist.net/anime/34657/Kawazuno_Mekaridoki
9775,Kimi no Matsu Mirai (Basho) e,5.84,ONA (1 eps),Nov 2018 - Nov 2018,https://myanimelist.net/anime/38678/Kimi_no_Matsu_Mirai_Basho_e
9776,Kimi wa Kanata,5.84,Movie (1 eps),Nov 2020 - Nov 2020,https://myanimelist.net/anime/41379/Kimi_wa_Kanata
9777,Koi to Byounetsu,5.84,Music (1 eps),Apr 2012 - Apr 2012,https://myanimelist.net/anime/34952/Koi_to_Byounetsu
9778,Koko ni Iru,5.84,ONA (1 eps),2010 - 2010,https://myanimelist.net/anime/9423/Koko_ni_Iru
9779,Kura Sushi,5.84,ONA (2 eps),Apr 2014 - Aug 2016,https://myanimelist.net/anime/35858/Kura_Sushi
9780,Akuma-kun (Movie),5.83,Movie (1 eps),Jul 1989 - Jul 1989,https://myanimelist.net/anime/8226/Akuma-kun_Movie
9781,All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,5.83,ONA (12 eps),Jun 2016 - Jul 2016,https://myanimelist.net/anime/33903/All-Free_kono_Natsu_Ichioshi_Monogatari_Campaign_Kokuchi_Douga
9782,Amanatsu,5.83,Movie (1 eps),Mar 2010 - Mar 2010,https://myanimelist.net/anime/9595/Amanatsu
9783,Angelique: Shiroi Tsubasa no Memoire,5.83,OVA (2 eps),Mar 2000 - Jun 2000,https://myanimelist.net/anime/2536/Angelique__Shiroi_Tsubasa_no_Memoire
9784,Backkom,5.83,TV (52 eps),2005 - 2005,https://myanimelist.net/anime/12145/Backkom
9785,Build Divide: Code White Recap,5.83,Special (1 eps),May 2022 - May 2022,https://myanimelist.net/anime/51778/Build_Divide__Code_White_Recap
9786,Choco to Watashi,5.83,Music (1 eps),Feb 2014 - Feb 2014,https://myanimelist.net/anime/33526/Choco_to_Watashi
9787,Dr. Slump: Arale-chan '92 Oshougatsu Special,5.83,Special (3 eps),Jan 1992 - Jan 1992,https://myanimelist.net/anime/28367/Dr_Slump__Arale-chan_92_Oshougatsu_Special
9788,Flying Luna Clipper,5.83,OVA (1 eps),Oct 1987 - Oct 1987,https://myanimelist.net/anime/39020/Flying_Luna_Clipper
9789,Gegege no Kitarou: Chisougan,5.83,Movie (1 eps),Jul 1980 - Jul 1980,https://myanimelist.net/anime/8150/Gegege_no_Kitarou__Chisougan
9790,Ghost Messenger Movie,5.83,Movie (1 eps),May 2014 - May 2014,https://myanimelist.net/anime/30278/Ghost_Messenger_Movie
9791,Gokiburi-tachi no Tasogare,5.83,Movie (1 eps),Nov 1987 - Nov 1987,https://myanimelist.net/anime/4210/Gokiburi-tachi_no_Tasogare
9792,Human Lost: Ningen Shikkaku,5.83,Movie (1 eps),Oct 2019 - Oct 2019,https://myanimelist.net/anime/39584/Human_Lost__Ningen_Shikkaku
9793,Joshikousei Nobunaga-chan!!,5.83,ONA (10 eps),Aug 2010 - Feb 2012,https://myanimelist.net/anime/20835/Joshikousei_Nobunaga-chan
9794,Kanashimi no Kodomo-tachi,5.83,Music (1 eps),Feb 2020 - Feb 2020,https://myanimelist.net/anime/42121/Kanashimi_no_Kodomo-tachi
9795,Kare Baka: Wagahai no Kare wa Baka de R,5.83,ONA (8 eps),Oct 2015 - Jan 2016,https://myanimelist.net/anime/31865/Kare_Baka__Wagahai_no_Kare_wa_Baka_de_R
9796,Kirin Ashita no Calendar,5.83,TV (1306 eps),Jan 1980 - Oct 1984,https://myanimelist.net/anime/32448/Kirin_Ashita_no_Calendar
9797,Kujakuou,5.83,OVA (3 eps),Apr 1988 - Sep 1991,https://myanimelist.net/anime/3595/Kujakuou
9798,L'Œil du cyclone,5.83,Music (1 eps),Nov 2015 - Nov 2015,https://myanimelist.net/anime/34039/LŒil_du_cyclone
9799,Licca-chan no Nichiyoubi,5.83,OVA (1 eps),Jul 1992 - Jul 1992,https://myanimelist.net/anime/8919/Licca-chan_no_Nichiyoubi
9800,Love Live! Sunshine!! Photo Session,5.83,Movie (10 eps),Jan 2019 - Jan 2019,https://myanimelist.net/anime/41182/Love_Live_Sunshine_Photo_Session
9801,Mahou no Tenshi Creamy Mami: Curtain Call,5.83,Music (1 eps),Feb 1986 - Feb 1986,https://myanimelist.net/anime/4129/Mahou_no_Tenshi_Creamy_Mami__Curtain_Call
9802,Memories Off,5.83,OVA (3 eps),Nov 2001 - Mar 2002,https://myanimelist.net/anime/361/Memories_Off
9803,Metamon to! Purin no Stage,5.83,ONA (1 eps),Mar 2022 - Mar 2022,https://myanimelist.net/anime/51424/Metamon_to_Purin_no_Stage
9804,Mobile Suit Gundam UC: A Phantom World,5.83,Special (1 eps),Mar 2016 - Mar 2016,https://myanimelist.net/anime/32927/Mobile_Suit_Gundam_UC__A_Phantom_World
9805,Mobile Suit SD Gundam Mk III,5.83,OVA (6 eps),Mar 1990 - Mar 1990,https://myanimelist.net/anime/2305/Mobile_Suit_SD_Gundam_Mk_III
9806,Nanairo Kakumei,5.83,Special (3 eps),Oct 2015 - Oct 2015,https://myanimelist.net/anime/31738/Nanairo_Kakumei
9807,Nyamen,5.83,TV (12 eps),Jan 2014 - Mar 2014,https://myanimelist.net/anime/22849/Nyamen
9808,Puzzle & Dragons CM,5.83,ONA (2 eps),Oct 2015 - Jan 2016,https://myanimelist.net/anime/31846/Puzzle___Dragons_CM
9809,Sarashimono,5.83,Music (1 eps),Mar 2020 - Mar 2020,https://myanimelist.net/anime/41485/Sarashimono
9810,Scripta Volant,5.83,Movie (1 eps),2011 - 2011,https://myanimelist.net/anime/33318/Scripta_Volant
9811,T.P. Sakura: Time Paladin Sakura,5.83,OVA (2 eps),Jan 2011 - Feb 2011,https://myanimelist.net/anime/9393/TP_Sakura__Time_Paladin_Sakura
9812,The Gregory Gallery Tour Special,5.83,Special (3 eps),Mar 2000 - Jun 2000,https://myanimelist.net/anime/44588/The_Gregory_Gallery_Tour_Special
9813,Time Bokan Series: Gyakuten Ippatsuman,5.83,TV (58 eps),Feb 1982 - Mar 1983,https://myanimelist.net/anime/8011/Time_Bokan_Series__Gyakuten_Ippatsuman
9814,Wave!!: Surfing Yappe!! (TV),5.83,TV (12 eps),Jan 2021 - Mar 2021,https://myanimelist.net/anime/46118/Wave__Surfing_Yappe_TV
9815,Yami Shibai 9,5.83,TV (13 eps),Jul 2021 - Sep 2021,https://myanimelist.net/anime/49110/Yami_Shibai_9
9816,Yuki Terai,5.83,OVA (6 eps),Aug 2000 - Aug 2000,https://myanimelist.net/anime/6412/Yuki_Terai
9817,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,5.82,Movie (1 eps),Aug 1985 - Aug 1985,https://myanimelist.net/anime/8972/Mahou_no_Princess_Minky_Momo_vs_Mahou_no_Tenshi_Creamy_Mami
9818,Mahou Shoujo Lyrical Nanoha A's Picture Drama,5.82,Special (1 eps),Nov 2014 - Nov 2014,https://myanimelist.net/anime/37933/Mahou_Shoujo_Lyrical_Nanoha_As_Picture_Drama
9819,Mai no Mahou to Katei no Hi,5.82,Special (1 eps),Feb 2011 - Feb 2011,https://myanimelist.net/anime/9940/Mai_no_Mahou_to_Katei_no_Hi
9820,Mangirl!,5.82,TV (13 eps),Jan 2013 - Mar 2013,https://myanimelist.net/anime/14045/Mangirl
9821,Marginal Prince: Gekkeiju no Ouji-tachi,5.82,TV (13 eps),Oct 2006 - Dec 2006,https://myanimelist.net/anime/1912/Marginal_Prince__Gekkeiju_no_Ouji-tachi
9822,Masamune Datenicle,5.82,ONA (6 eps),May 2016 - Mar 2018,https://myanimelist.net/anime/32248/Masamune_Datenicle
9823,Melody,5.82,ONA (1 eps),Jan 2008 - Jan 2008,https://myanimelist.net/anime/8936/Melody
9824,Mikeneko Holmes no Yuurei Joushu,5.82,OVA (1 eps),Jul 1992 - Jul 1992,https://myanimelist.net/anime/12259/Mikeneko_Holmes_no_Yuurei_Joushu
9825,Nessa no Haou Gandalla,5.82,TV (26 eps),Apr 1998 - Oct 1998,https://myanimelist.net/anime/3176/Nessa_no_Haou_Gandalla
9826,Ninjala,5.82,ONA (5 eps),Jun 2020 - Jan 2021,https://myanimelist.net/anime/42658/Ninjala
9827,Oyaji no, Imo no Kamisama.,5.82,Special (1 eps),Dec 2014 - Dec 2014,https://myanimelist.net/anime/29323/Oyaji_no_Imo_no_Kamisama
9828,Pecola,5.82,TV (26 eps),Oct 2002 - Mar 2003,https://myanimelist.net/anime/12359/Pecola
9829,Princess Rouge,5.82,OVA (2 eps),Sep 1997 - Jun 1998,https://myanimelist.net/anime/1644/Princess_Rouge
9830,San Ge Heshang,5.82,Movie (1 eps),1980 - 1980,https://myanimelist.net/anime/16506/San_Ge_Heshang
9831,School Days: Valentine Days,5.82,OVA (1 eps),Jan 2008 - Jan 2008,https://myanimelist.net/anime/3759/School_Days__Valentine_Days
9832,Shikizakura,5.82,TV (12 eps),Oct 2021 - Dec 2021,https://myanimelist.net/anime/38440/Shikizakura
9833,Shippo no Kimochi,5.82,Music (1 eps),Aug 1986 - Aug 1986,https://myanimelist.net/anime/37197/Shippo_no_Kimochi
9834,Tetsuwan Atom: Chikyuu Saigo no Hi,5.82,Movie (1 eps),Jul 2001 - Jul 2001,https://myanimelist.net/anime/17961/Tetsuwan_Atom__Chikyuu_Saigo_no_Hi
9835,Time Bokan Series: Itadakiman,5.82,TV (20 eps),Apr 1983 - Sep 1983,https://myanimelist.net/anime/5344/Time_Bokan_Series__Itadakiman
9836,Utsunomiko,5.82,Movie (1 eps),Mar 1989 - Mar 1989,https://myanimelist.net/anime/5921/Utsunomiko
9837,Yousei Dick,5.82,TV (26 eps),Jun 1992 - Dec 1992,https://myanimelist.net/anime/7625/Yousei_Dick
9838,Yu☆Gi☆Oh!: Go Rush!!,5.82,TV (? eps),Apr 2022 -,https://myanimelist.net/anime/50607/Yu☆Gi☆Oh__Go_Rush
9839,Anta e,5.82,Music (1 eps),Nov 2013 - Nov 2013,https://myanimelist.net/anime/39890/Anta_e
9840,Babel Nisei (OVA),5.82,OVA (4 eps),Mar 1992 - Oct 1992,https://myanimelist.net/anime/1665/Babel_Nisei_OVA
9841,Backkom Specials,5.82,ONA (8 eps),2007 - 2013,https://myanimelist.net/anime/26017/Backkom_Specials
9842,Black Jack: Futari no Kuroi Isha - Manner Movie,5.82,Movie (1 eps),Dec 2005 - Dec 2005,https://myanimelist.net/anime/35859/Black_Jack__Futari_no_Kuroi_Isha_-_Manner_Movie
9843,Bloody Bunny,5.82,TV (26 eps),Jul 2012 -,https://myanimelist.net/anime/24793/Bloody_Bunny
9844,Btooom!: Bakusatsu Digest,5.82,ONA (2 eps),Nov 2012 - Dec 2012,https://myanimelist.net/anime/40379/Btooom__Bakusatsu_Digest
9845,Choboraunyopomi Gekijou Ai Mai Mii,5.82,TV (13 eps),Jan 2013 - Mar 2013,https://myanimelist.net/anime/16169/Choboraunyopomi_Gekijou_Ai_Mai_Mii
9846,Chokotto Anime Kemono Friends 3,5.82,ONA (? eps),Apr 2019 -,https://myanimelist.net/anime/39653/Chokotto_Anime_Kemono_Friends_3
9847,Cop Craft: Utsukushiki Onna Kishi! Toraware no Yousei wo Oe!,5.82,Special (1 eps),Sep 2019 - Sep 2019,https://myanimelist.net/anime/40405/Cop_Craft__Utsukushiki_Onna_Kishi_Toraware_no_Yousei_wo_Oe
9848,Da Shi Jie,5.82,Movie (1 eps),Jan 2018 - Jan 2018,https://myanimelist.net/anime/37177/Da_Shi_Jie
9849,D_Cide Traumerei the Animation,5.82,TV (13 eps),Jul 2021 - Oct 2021,https://myanimelist.net/anime/48470/D_Cide_Traumerei_the_Animation
9850,Emerald no Oka,5.82,Music (1 eps),Jan 2014 - Jan 2014,https://myanimelist.net/anime/39939/Emerald_no_Oka
9851,Futarigurashi,5.82,TV (36 eps),Apr 1998 - Jun 1998,https://myanimelist.net/anime/8765/Futarigurashi
9852,Gregory Horror Show: The Bloody Karte,5.82,Special (12 eps),Apr 2001 - Jun 2001,https://myanimelist.net/anime/12485/Gregory_Horror_Show__The_Bloody_Karte
9853,Hangyakusei Million Arthur PV,5.82,ONA (1 eps),Nov 2018 - Nov 2018,https://myanimelist.net/anime/38744/Hangyakusei_Million_Arthur_PV
9854,Hashire!,5.82,ONA (1 eps),May 2003 - May 2003,https://myanimelist.net/anime/7466/Hashire
9855,Hello Kitty no Suteki na Kyoudai,5.82,OVA (1 eps),May 1993 - May 1993,https://myanimelist.net/anime/18029/Hello_Kitty_no_Suteki_na_Kyoudai
9856,Hoshi Neko Fullhouse,5.82,OVA (4 eps),Jun 1989 - Dec 1989,https://myanimelist.net/anime/5927/Hoshi_Neko_Fullhouse
9857,Kaichuu!,5.82,ONA (4 eps),Jul 2010 - Oct 2011,https://myanimelist.net/anime/9205/Kaichuu
9858,Kentauros no Densetsu,5.82,OVA (1 eps),Dec 1987 - Dec 1987,https://myanimelist.net/anime/17339/Kentauros_no_Densetsu
9859,Koi Koi 7 Specials,5.82,Special (7 eps),Jul 2005 - Jan 2006,https://myanimelist.net/anime/2910/Koi_Koi_7_Specials
9860,Koisuru Tenshi Angelique: Chibi Character Adventure 2,5.82,Special (1 eps),Apr 2007 - Apr 2007,https://myanimelist.net/anime/8180/Koisuru_Tenshi_Angelique__Chibi_Character_Adventure_2
9861,Kojiki: Hyuuga-hen,5.82,Movie (1 eps),2013 - 2013,https://myanimelist.net/anime/31769/Kojiki__Hyuuga-hen
9862,Bai Niao,5.81,Movie (1 eps),Jun 2017 - Jun 2017,https://myanimelist.net/anime/38341/Bai_Niao
9863,Battle Girl High School,5.81,TV (12 eps),Jul 2017 - Sep 2017,https://myanimelist.net/anime/33184/Battle_Girl_High_School
9864,Candy.zip,5.81,Movie (1 eps),2017 - 2017,https://myanimelist.net/anime/49977/Candyzip
9865,Daikyouryuu Jidai,5.81,Movie (1 eps),Jul 1979 - Jul 1979,https://myanimelist.net/anime/4907/Daikyouryuu_Jidai
9866,Daitai 3-pun de Wakaru .hack History,5.81,ONA (1 eps),Oct 2017 - Oct 2017,https://myanimelist.net/anime/36646/Daitai_3-pun_de_Wakaru_hack_History
9867,Defend Love,5.81,Music (1 eps),Dec 2009 - Dec 2009,https://myanimelist.net/anime/7953/Defend_Love
9868,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,5.81,ONA (4 eps),Sep 2020 - Oct 2020,https://myanimelist.net/anime/42855/Fudanshi_Shoukan__Isekai_de_Shinjuu_ni_Hameraremashita
9869,Genocyber,5.81,OVA (5 eps),Mar 1994 - Jul 1994,https://myanimelist.net/anime/2775/Genocyber
9870,Guilty Gear X,5.81,Special (1 eps),Mar 2003 - Mar 2003,https://myanimelist.net/anime/37857/Guilty_Gear_X
9871,Hakimono to Kasa no Monogatari,5.81,Music (1 eps),Feb 2015 - Feb 2015,https://myanimelist.net/anime/30199/Hakimono_to_Kasa_no_Monogatari
9872,Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,5.81,Movie (1 eps),Jul 1989 - Jul 1989,https://myanimelist.net/anime/12971/Himitsu_no_Akko-chan__Umi_da_Obake_da_Natsu_Matsuri
9873,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.81,TV (13 eps),Oct 2004 - Dec 2004,https://myanimelist.net/anime/510/Kakyuusei_2__Hitomi_no_Naka_no_Shoujo-tachi
9874,Kaseki Dorobou to Kyouryuuseki,5.81,ONA (1 eps),Mar 2011 - Mar 2011,https://myanimelist.net/anime/24047/Kaseki_Dorobou_to_Kyouryuuseki
9875,Ladies versus Butlers! Tokuten Disc Music Clip,5.81,Special (1 eps),Mar 2010 - Mar 2010,https://myanimelist.net/anime/8619/Ladies_versus_Butlers_Tokuten_Disc_Music_Clip
9876,Maesetsu!,5.81,TV (12 eps),Oct 2020 - Dec 2020,https://myanimelist.net/anime/40085/Maesetsu
9877,Mahou Shoujo Lyrical Nanoha Picture Drama,5.81,Special (1 eps),Oct 2014 - Oct 2014,https://myanimelist.net/anime/35501/Mahou_Shoujo_Lyrical_Nanoha_Picture_Drama
9878,Mahou Shoujo Sonico★Magica,5.81,ONA (1 eps),Apr 2011 - Apr 2011,https://myanimelist.net/anime/10519/Mahou_Shoujo_Sonico★Magica
9879,Majutsushi Orphen Hagure Tabi,5.81,TV (13 eps),Jan 2020 - Mar 2020,https://myanimelist.net/anime/37576/Majutsushi_Orphen_Hagure_Tabi
9880,Mon-Soni! D'Artagnan no Idol Sengen,5.81,ONA (5 eps),Jun 2017 - Jul 2017,https://myanimelist.net/anime/35635/Mon-Soni_DArtagnan_no_Idol_Sengen
9881,Samurai Gun Special,5.81,Special (1 eps),Jun 2005 - Jun 2005,https://myanimelist.net/anime/22031/Samurai_Gun_Special
9882,Shin Kujakuou,5.81,OVA (2 eps),May 1994 - Jun 1994,https://myanimelist.net/anime/3599/Shin_Kujakuou
9883,Stitch! Perfect Memory,5.81,Special (1 eps),Aug 2015 - Aug 2015,https://myanimelist.net/anime/31238/Stitch_Perfect_Memory
9884,Sukima no Kuni no Polta,5.81,TV (13 eps),Sep 2005 - Jul 2007,https://myanimelist.net/anime/4553/Sukima_no_Kuni_no_Polta
9885,The Epic Of ZektBach,5.81,OVA (1 eps),Mar 2011 - Mar 2011,https://myanimelist.net/anime/10545/The_Epic_Of_ZektBach
9886,Tono to Issho 1.5,5.81,OVA (1 eps),Aug 2010 - Aug 2010,https://myanimelist.net/anime/9794/Tono_to_Issho_15
9887,Uchuu Camper Chicchi,5.81,ONA (1 eps),Mar 2022 - Mar 2022,https://myanimelist.net/anime/51414/Uchuu_Camper_Chicchi
9888,Valhait Rising: Kandou e.,5.81,ONA (1 eps),Jul 2016 - Jul 2016,https://myanimelist.net/anime/41296/Valhait_Rising__Kandou_e
9889,Yichang Shengwu Jianwenlu Specials,5.81,ONA (13 eps),Jun 2019 - Sep 2019,https://myanimelist.net/anime/40117/Yichang_Shengwu_Jianwenlu_Specials
9890,Youkaiden Nekome Kozou,5.81,TV (25 eps),Apr 1976 - Sep 1976,https://myanimelist.net/anime/23351/Youkaiden_Nekome_Kozou
9891,Peeping Life: World History,5.80,ONA (40 eps),Dec 2012 - Dec 2013,https://myanimelist.net/anime/17237/Peeping_Life__World_History
9892,Rara Maji,5.80,ONA (1 eps),Jan 2017 - Jan 2017,https://myanimelist.net/anime/35625/Rara_Maji
9893,Rescue Me!,5.80,OVA (1 eps),Jun 2013 - Jun 2013,https://myanimelist.net/anime/18039/Rescue_Me
9894,Shihaisha no Tasogare,5.80,OVA (1 eps),Jan 1998 - Jan 1998,https://myanimelist.net/anime/1245/Shihaisha_no_Tasogare
9895,Shounen Sunday CM: Yugami-kun ni wa Tomodachi ga Inai,5.80,ONA (2 eps),Nov 2013 - Sep 2014,https://myanimelist.net/anime/21775/Shounen_Sunday_CM__Yugami-kun_ni_wa_Tomodachi_ga_Inai
9896,Storywriter,5.80,Music (1 eps),Sep 2013 - Sep 2013,https://myanimelist.net/anime/32756/Storywriter
9897,Tactical Roar Special,5.80,Special (1 eps),Sep 2006 - Sep 2006,https://myanimelist.net/anime/1790/Tactical_Roar_Special
9898,The Closet,5.80,Movie (1 eps),2014 - 2014,https://myanimelist.net/anime/39703/The_Closet
9899,The Lamp Man,5.80,ONA (1 eps),Dec 2017 - Dec 2017,https://myanimelist.net/anime/39335/The_Lamp_Man
9900,The SoulTaker: Tamashii-gari - Komugi Daisakusen,5.80,Special (3 eps),2001 - 2001,https://myanimelist.net/anime/3849/The_SoulTaker__Tamashii-gari_-_Komugi_Daisakusen
9901,Toilet no Kamisama,5.80,Music (1 eps),Nov 2010 - Nov 2010,https://myanimelist.net/anime/25639/Toilet_no_Kamisama
9902,Twinkle World feat. Hatsune Miku,5.80,Music (1 eps),Aug 2014 - Aug 2014,https://myanimelist.net/anime/40684/Twinkle_World_feat_Hatsune_Miku
9903,Ulysses 31 Pilot,5.80,Special (1 eps),1980 - 1980,https://myanimelist.net/anime/10701/Ulysses_31_Pilot
9904,Wata no Kuni Hoshi Pilot,5.80,Special (1 eps),Jun 2007 - Jun 2007,https://myanimelist.net/anime/37387/Wata_no_Kuni_Hoshi_Pilot
9905,Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,5.80,ONA (1 eps),Dec 2016 - Dec 2016,https://myanimelist.net/anime/34862/Xianjing_Chuanshuo_RO__Shouhu_Yongheng_de_Ai
9906,Yell,5.80,Music (1 eps),Aug 2009 - Aug 2009,https://myanimelist.net/anime/29970/Yell
9907,Yume no Ukiyo ni Saitemina,5.80,Music (1 eps),Jan 2015 - Jan 2015,https://myanimelist.net/anime/29707/Yume_no_Ukiyo_ni_Saitemina
9908,Yuri Seijin Naoko-san,5.80,OVA (1 eps),Dec 2010 - Dec 2010,https://myanimelist.net/anime/9608/Yuri_Seijin_Naoko-san
9909,Aitsu to Lullaby: Suiyobi no Cinderella,5.80,Movie (1 eps),Aug 1987 - Aug 1987,https://myanimelist.net/anime/14183/Aitsu_to_Lullaby__Suiyobi_no_Cinderella
9910,Akubi Girl,5.80,TV (26 eps),Apr 2006 - Sep 2006,https://myanimelist.net/anime/6077/Akubi_Girl
9911,All That Gundam,5.80,Special (1 eps),1989 - 1989,https://myanimelist.net/anime/5270/All_That_Gundam
9912,ARP Backstage Pass Special,5.80,Special (1 eps),Jul 2020 - Jul 2020,https://myanimelist.net/anime/41568/ARP_Backstage_Pass_Special
9913,Blue: Line Step Brush,5.80,ONA (1 eps),Feb 2020 - Feb 2020,https://myanimelist.net/anime/41339/Blue__Line_Step_Brush
9914,Cosplay Complex,5.80,OVA (3 eps),May 2002 - Oct 2002,https://myanimelist.net/anime/982/Cosplay_Complex
9915,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,5.80,Movie (1 eps),Jul 1994 - Jul 1994,https://myanimelist.net/anime/904/Dragon_Ball_Z_Movie_11__Super_Senshi_Gekiha_Katsu_no_wa_Ore_da
9916,Evil or Live,5.80,TV (12 eps),Oct 2017 - Jan 2018,https://myanimelist.net/anime/36245/Evil_or_Live
9917,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,5.80,Special (1 eps),Apr 1982 - Apr 1982,https://myanimelist.net/anime/29716/Ginga_Tetsudou_999__Shounen_no_Tabidachi_to_Wakare
9918,Gon,5.80,TV (50 eps),Apr 2012 - Mar 2013,https://myanimelist.net/anime/7867/Gon
9919,Gundam: G no Reconguista,5.80,TV (26 eps),Oct 2014 - Mar 2015,https://myanimelist.net/anime/23259/Gundam__G_no_Reconguista
9920,Haru wa Kuru,5.80,ONA (1 eps),Jan 2012 - Jan 2012,https://myanimelist.net/anime/13255/Haru_wa_Kuru
9921,Hello Kitty no Tomatta Big Ben,5.80,OVA (1 eps),Jul 1992 - Jul 1992,https://myanimelist.net/anime/22477/Hello_Kitty_no_Tomatta_Big_Ben
9922,Hello Kitty no Yume Dorobou,5.80,OVA (1 eps),Dec 1993 - Dec 1993,https://myanimelist.net/anime/22461/Hello_Kitty_no_Yume_Dorobou
9923,Hortensia Saga,5.80,TV (12 eps),Jan 2021 - Mar 2021,https://myanimelist.net/anime/40961/Hortensia_Saga
9924,Joshikausei,5.80,TV (12 eps),Apr 2019 - Jun 2019,https://myanimelist.net/anime/38295/Joshikausei
9925,Juuippiki no Neko,5.80,Movie (1 eps),Jul 1980 - Jul 1980,https://myanimelist.net/anime/6071/Juuippiki_no_Neko
9926,Lei Su Deng Shandian Chong Xian,5.80,TV (26 eps),May 2007 -,https://myanimelist.net/anime/35642/Lei_Su_Deng_Shandian_Chong_Xian
9927,Ahiru no Pekkle no Sindbad no Bouken,5.79,OVA (1 eps),Oct 1993 - Oct 1993,https://myanimelist.net/anime/22603/Ahiru_no_Pekkle_no_Sindbad_no_Bouken
9928,Akuma-kun: Youkoso Akuma Land e!!,5.79,Movie (1 eps),Mar 1990 - Mar 1990,https://myanimelist.net/anime/8227/Akuma-kun__Youkoso_Akuma_Land_e
9929,Anisama,5.79,ONA (1 eps),Aug 2017 - Aug 2017,https://myanimelist.net/anime/36228/Anisama
9930,Antinotice,5.79,Music (1 eps),Aug 2011 - Aug 2011,https://myanimelist.net/anime/15423/Antinotice
9931,Aozora,5.79,Music (1 eps),Jun 2005 - Jun 2005,https://myanimelist.net/anime/35784/Aozora
9932,Battle Spirits: Double Drive,5.79,TV (51 eps),Apr 2016 - Mar 2017,https://myanimelist.net/anime/32670/Battle_Spirits__Double_Drive
