Rank,Title,Score,Episodes,Airing
845,Planetarian: Hoshi no Hito,7.83,Movie (1 eps),Sep 2016 - Sep 2016
846,Somali to Mori no Kamisama,7.83,TV (12 eps),Jan 2020 - Mar 2020
847,Tasogare Otome x Amnesia,7.83,TV (12 eps),Apr 2012 - Jun 2012
848,Working'!!,7.83,TV (13 eps),Oct 2011 - Dec 2011
849,Yuru Yuri♪♪,7.83,TV (12 eps),Jul 2012 - Sep 2012
850,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.82,Movie (1 eps),Jun 2015 - Jun 2015
851,Yuusha-Ou GaoGaiGar,7.82,TV (49 eps),Feb 1997 - Jan 1998
852,Akachan to Boku,7.82,TV (35 eps),Jul 1996 - Mar 1997
853,Break Blade Movie 5: Shisen no Hate,7.82,Movie (1 eps),Jan 2011 - Jan 2011
854,Bungou Stray Dogs,7.82,TV (12 eps),Apr 2016 - Jun 2016
855,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.82,Movie (1 eps),Apr 2001 - Apr 2001
856,Goku Sayonara Zetsubou Sensei,7.82,OVA (3 eps),Oct 2008 - Feb 2009
857,Haikyuu!! Riku vs. Kuu,7.82,OVA (2 eps),Jan 2020 - Jan 2020
858,Heartcatch Precure!,7.82,TV (49 eps),Feb 2010 - Jan 2011
859,Hidamari Sketch x 365,7.82,TV (13 eps),Jul 2008 - Sep 2008
860,Jungle wa Itsumo Hare nochi Guu,7.82,TV (26 eps),Apr 2001 - Sep 2001
861,Kuroko no Basket: Tip Off,7.82,Special (1 eps),Feb 2013 - Feb 2013
862,Little Witch Academia (TV),7.82,TV (25 eps),Jan 2017 - Jun 2017
863,Lupin III: The First,7.82,Movie (1 eps),Dec 2019 - Dec 2019
864,Ai no Utagoe wo Kikasete,7.81,Movie (1 eps),Oct 2021 - Oct 2021
865,Baby Steps,7.81,TV (25 eps),Apr 2014 - Sep 2014
866,Chuan Shu Zijiu Zhinan,7.81,ONA (10 eps),Sep 2020 - Oct 2020
867,City Hunter 3,7.81,TV (13 eps),Oct 1989 - Jan 1990
868,Detective Conan Movie 07: Crossroad in the Ancient Capital,7.81,Movie (1 eps),Apr 2003 - Apr 2003
869,Detective Conan Movie 08: Time Travel of the Silver Sky,7.81,Special (1 eps),Apr 2004 - Apr 2004
870,Hidamari Sketch x ☆☆☆ Specials,7.81,Special (2 eps),Oct 2010 - Oct 2010
871,Jormungand,7.81,TV (12 eps),Apr 2012 - Jun 2012
872,Kekkai Sensen & Beyond,7.81,TV (12 eps),Oct 2017 - Dec 2017
873,Little Witch Academia,7.81,Movie (1 eps),Mar 2013 - Mar 2013
874,Lupin the IIIrd: Jigen Daisuke no Bohyou,7.81,Movie (1 eps),Jun 2014 - Jun 2014
875,Magi: Sinbad no Bouken,7.81,OVA (5 eps),May 2014 - Jul 2015
876,Maria-sama ga Miteru 3rd,7.81,OVA (5 eps),Dec 2006 - Jul 2007
877,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,7.81,Special (1 eps),Apr 2010 - Apr 2010
878,Owarimonogatari 2nd Season Recaps,7.81,Special (2 eps),Aug 2017 - Aug 2017
879,Psycho-Pass 3: First Inspector,7.81,Movie (3 eps),Mar 2020 - Mar 2020
880,Saint☆Oniisan (Movie),7.81,Movie (1 eps),May 2013 - May 2013
881,Saiyuuki Gaiden,7.81,OVA (3 eps),Mar 2011 - Nov 2011
882,Seikai no Senki II,7.81,TV (10 eps),Jul 2001 - Sep 2001
883,Slayers Try,7.81,TV (26 eps),Apr 1997 - Sep 1997
884,Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.81,Movie (1 eps),Nov 2015 - Nov 2015
885,Wolf's Rain,7.81,TV (26 eps),Jan 2003 - Jul 2003
886,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,7.81,Movie (1 eps),Apr 2017 - Apr 2017
887,Macross F Movie 1: Itsuwari no Utahime,7.80,Movie (1 eps),Nov 2009 - Nov 2009
888,Shingeki no Kyojin: Lost Girls,7.80,OVA (3 eps),Dec 2017 - Aug 2018
889,Aria the Crepuscolo,7.80,Movie (1 eps),Mar 2021 - Mar 2021
890,Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen,7.80,Special (1 eps),Jul 2009 - Jul 2009
891,Coquelicot-zaka kara,7.80,Movie (1 eps),Jul 2011 - Jul 2011
892,Douluo Dalu: Feng Qi Tang Men,7.80,ONA (13 eps),Feb 2022 - May 2022
893,Emiya-san Chi no Kyou no Gohan,7.80,ONA (13 eps),Jan 2018 - Jan 2019
894,Ginga Tetsudou 999,7.80,TV (113 eps),Sep 1978 - Mar 1981
895,Hug tto! Precure,7.80,TV (49 eps),Feb 2018 - Jan 2019
896,InuYasha Movie 3: Tenka Hadou no Ken,7.80,Movie (1 eps),Dec 2003 - Dec 2003
897,Jungle wa Itsumo Hare nochi Guu Deluxe,7.80,OVA (6 eps),Aug 2002 - Jan 2003
898,Kumichou Musume to Sewagakari,7.80,TV (12 eps),Jul 2022 -
899,Last Exile,7.80,TV (26 eps),Apr 2003 - Sep 2003
900,Lucky☆Star: Original na Visual to Animation,7.80,OVA (1 eps),Sep 2008 - Sep 2008
901,Ame wo Matsu,,7.79,Music (1 eps),Jun 2020 - Jun 2020
902,Break Blade Movie 3: Kyoujin no Ato,7.79,Movie (1 eps),Sep 2010 - Sep 2010
903,Detective Conan Movie 09: Strategy Above the Depths,7.79,Movie (1 eps),Apr 2005 - Apr 2005
904,Detective Conan Movie 12: Full Score of Fear,7.79,Movie (1 eps),Apr 2008 - Apr 2008
905,Enen no Shouboutai: Ni no Shou,7.79,TV (24 eps),Jul 2020 - Dec 2020
906,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,7.79,OVA (7 eps),Jul 1992 - Jan 1998
907,Gochuumon wa Usagi Desu ka??,7.79,TV (12 eps),Oct 2015 - Dec 2015
908,Gochuumon wa Usagi Desu ka??: Dear My Sister,7.79,Movie (1 eps),Nov 2017 - Nov 2017
909,Hibike! Euphonium Movie 2: Todoketai Melody,7.79,Movie (1 eps),Sep 2017 - Sep 2017
910,High Score Girl,7.79,TV (12 eps),Jul 2018 - Sep 2018
911,Innocence,7.79,Movie (1 eps),Mar 2004 - Mar 2004
912,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),7.79,Movie (1 eps),Dec 2007 - Dec 2007
913,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,7.79,OVA (8 eps),Oct 2016 - Sep 2017
914,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,7.79,Movie (1 eps),Dec 2016 - Dec 2016
915,Mobile Suit Gundam Wing: Endless Waltz Special,7.79,Movie (1 eps),Aug 1998 - Aug 1998
916,Saiyuuki Reload: Burial,7.79,OVA (3 eps),Apr 2007 - Mar 2008
917,Saraiya Goyou,7.79,TV (12 eps),Apr 2010 - Jul 2010
918,Sekaiichi Hatsukoi: Valentine-hen,7.79,Movie (1 eps),Mar 2014 - Mar 2014
919,Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,7.79,ONA (1 eps),May 2021 - May 2021
920,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.79,Movie (1 eps),Jan 2018 - Jan 2018
921,Tokyo Ghoul,7.79,TV (12 eps),Jul 2014 - Sep 2014
922,Tunshi Xingkong,7.79,ONA (26 eps),Nov 2020 - May 2021
923,Magic Kaito,7.78,Special (12 eps),Apr 2010 - Dec 2012
924,Mind Game,7.78,Movie (1 eps),Aug 2004 - Aug 2004
925,New Initial D Movie: Legend 2 - Tousou,7.78,Movie (1 eps),May 2015 - May 2015
926,Saenai Heroine no Sodatekata ♭,7.78,TV (11 eps),Apr 2017 - Jun 2017
927,Seitokai Yakuindomo Movie 2,7.78,Movie (1 eps),Jan 2021 - Jan 2021
928,Taishou Otome Otogibanashi,7.78,TV (12 eps),Oct 2021 - Dec 2021
929,The Last: Naruto the Movie,7.78,Movie (1 eps),Dec 2014 - Dec 2014
930,Yuru Yuri Nachuyachumi!+,7.78,Special (2 eps),Aug 2015 - Sep 2015
931,Zan Sayonara Zetsubou Sensei Bangaichi,7.78,OVA (2 eps),Nov 2009 - Feb 2010
932,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.78,OVA (1 eps),Jul 2009 - Jul 2009
933,Digimon Adventure: Bokura no War Game!,7.78,Movie (1 eps),Mar 2000 - Mar 2000
934,Grisaia no Rakuen,7.78,TV (10 eps),Apr 2015 - Jun 2015
935,Hadashi no Gen,7.78,Movie (1 eps),Jul 1983 - Jul 1983
936,Hataraku Maou-sama!,7.78,TV (13 eps),Apr 2013 - Jun 2013
937,Hoozuki no Reitetsu,7.78,TV (13 eps),Jan 2014 - Apr 2014
938,Jin-Rou,7.78,Movie (1 eps),Jun 2000 - Jun 2000
939,Kageki Shoujo!!,7.78,TV (13 eps),Jul 2021 - Sep 2021
940,Lupin III vs. Detective Conan,7.78,Special (1 eps),Mar 2009 - Mar 2009
941,Lupin III: Part II,7.78,TV (155 eps),Oct 1977 - Oct 1980
942,BanG Dream! Garupa☆Pico,7.77,ONA (26 eps),Jul 2018 - Dec 2018
943,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.77,OVA (1 eps),Sep 2017 - Sep 2017
944,Colorful (Movie),7.77,Movie (1 eps),Aug 2010 - Aug 2010
945,Devilman: Crybaby,7.77,ONA (10 eps),Jan 2018 - Jan 2018
946,Digimon Adventure,7.77,TV (54 eps),Mar 1999 - Mar 2000
947,Ghost Hunt,7.77,TV (25 eps),Oct 2006 - Mar 2007
948,Haikyuu!! vs. "Akaten",7.77,OVA (1 eps),May 2016 - May 2016
949,Heike Monogatari,7.77,TV (11 eps),Sep 2021 - Nov 2021
950,Hidamari Sketch x SP,7.77,Special (2 eps),Oct 2011 - Nov 2011
951,Higashi no Eden,7.77,TV (11 eps),Apr 2009 - Jun 2009
952,Isekai no Seikishi Monogatari,7.77,OVA (13 eps),May 2009 - May 2010
953,Love Live! School Idol Project 2nd Season,7.77,TV (13 eps),Apr 2014 - Jun 2014
954,Lupin the Third: Mine Fujiko to Iu Onna,7.77,TV (13 eps),Apr 2012 - Jun 2012
955,Maria-sama ga Miteru 4th,7.77,TV (13 eps),Jan 2009 - Mar 2009
956,New Initial D Movie: Legend 1 - Kakusei,7.77,Movie (1 eps),Aug 2014 - Aug 2014
957,Ojamajo Doremi Na-i-sho,7.77,OVA (13 eps),Jun 2004 - Dec 2004
958,Seitokai Yakuindomo OVA,7.77,OVA (8 eps),Apr 2011 - Oct 2013
959,Shadows House,7.77,TV (13 eps),Apr 2021 - Jul 2021
960,Shiki Specials,7.77,Special (2 eps),May 2011 - Jun 2011
961,Tentai Senshi Sunred,7.77,TV (26 eps),Oct 2008 - Mar 2009
962,The Disappearance of Conan Edogawa: The Worst Two Days in History,7.77,Special (1 eps),Dec 2014 - Dec 2014
963,The Everlasting Guilty Crown,7.77,Music (1 eps),Mar 2012 - Mar 2012
964,Mobile Suit Gundam,7.76,TV (43 eps),Apr 1979 - Jan 1980
965,Overlord II,7.76,TV (13 eps),Jan 2018 - Apr 2018
966,Ranma ½,7.76,TV (161 eps),Apr 1989 - Sep 1992
967,Shaman King,7.76,TV (64 eps),Jul 2001 - Sep 2002
968,Snow Halation,7.76,Music (1 eps),Dec 2010 - Dec 2010
969,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.76,Movie (1 eps),Aug 2015 - Aug 2015
970,Texhnolyze,7.76,TV (22 eps),Apr 2003 - Sep 2003
971,Toshokan Sensou: Kakumei no Tsubasa,7.76,Movie (1 eps),Jun 2012 - Jun 2012
972,Akagami no Shirayuki-hime,7.76,TV (12 eps),Jul 2015 - Sep 2015
973,BanG Dream! Garupa☆Pico: Oomori,7.76,ONA (26 eps),May 2020 - Oct 2020
974,City Hunter '91,7.76,TV (13 eps),Apr 1991 - Oct 1991
975,Detective Conan OVA 10: Kid in Trap Island,7.76,OVA (1 eps),Apr 2010 - Apr 2010
976,Doraemon (1979),7.76,TV (1787 eps),Apr 1979 - Mar 2005
977,Genshiken 2,7.76,TV (12 eps),Oct 2007 - Dec 2007
978,Go! Princess Precure,7.76,TV (50 eps),Feb 2015 - Jan 2016
979,Gochuumon wa Usagi Desu ka??: Sing for You,7.76,OVA (1 eps),Sep 2019 - Sep 2019
980,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.76,TV (373 eps),Jun 1996 - Dec 2004
981,Kokoro Connect,7.76,TV (13 eps),Jul 2012 - Sep 2012
982,Kyou kara Maou! 3rd Series,7.76,TV (39 eps),Apr 2008 - Feb 2009
983,Little Witch Academia: Mahoujikake no Parade,7.76,Movie (1 eps),Oct 2015 - Oct 2015
984,Aggressive Retsuko (ONA) 2nd Season,7.75,ONA (10 eps),Jun 2019 - Jun 2019
985,Akebi-chan no Sailor-fuku,7.75,TV (12 eps),Jan 2022 - Mar 2022
986,BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!,7.75,ONA (2 eps),Mar 2022 - Mar 2022
987,Charlotte,7.75,TV (13 eps),Jul 2015 - Sep 2015
988,Claymore,7.75,TV (26 eps),Apr 2007 - Sep 2007
989,Crayon Shin-chan,7.75,TV (? eps),Apr 1992 -
990,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,7.75,Special (1 eps),Feb 1993 - Feb 1993
991,Free! Movie 4: The Final Stroke - Zenpen,7.75,Movie (1 eps),Sep 2021 - Sep 2021
992,Free! Take Your Marks,7.75,Movie (1 eps),Oct 2017 - Oct 2017
993,Gakuen Babysitters Special,7.75,Special (1 eps),Sep 2018 - Sep 2018
994,Golden Time,7.75,TV (24 eps),Oct 2013 - Mar 2014
995,Hibike! Euphonium Movie 3: Chikai no Finale,7.75,Movie (1 eps),Apr 2019 - Apr 2019
996,Jinrui wa Suitai Shimashita,7.75,TV (12 eps),Jul 2012 - Sep 2012
997,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,7.75,Movie (1 eps),Feb 2005 - Feb 2005
998,Kuroko no Basket: Last Game NG-shuu,7.75,Special (1 eps),Sep 2017 - Sep 2017
999,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,7.75,TV (13 eps),Apr 2022 - Jun 2022
1000,Mobile Suit Gundam III: Encounters in Space,7.75,Movie (1 eps),Mar 1982 - Mar 1982
1001,Mobile Suit Gundam SEED,7.75,TV (50 eps),Oct 2002 - Sep 2003
1002,Mobile Suit Gundam Wing: Endless Waltz,7.75,OVA (3 eps),Jan 1997 - Jul 1997
1003,Shanhe Jian Xin,7.75,ONA (16 eps),Feb 2021 - Mar 2021
1004,Shokugeki no Souma: Shin no Sara,7.75,TV (12 eps),Oct 2019 - Dec 2019
1005,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,7.75,Movie (1 eps),Oct 2019 - Oct 2019
1006,Tantei Gakuen Q,7.75,TV (45 eps),Apr 2003 - Mar 2004
1007,Udon no Kuni no Kiniro Kemari,7.75,TV (12 eps),Oct 2016 - Dec 2016
1008,Ushiro no Shoumen Daare,7.75,Movie (1 eps),Mar 1991 - Mar 1991
1009,Mairimashita! Iruma-kun,7.74,TV (23 eps),Oct 2019 - Mar 2020
1010,Ranma ½ OVA,7.74,OVA (6 eps),Oct 1993 - Aug 1994
1011,Saint Seiya,7.74,TV (114 eps),Oct 1986 - Apr 1989
1012,Saint Seiya: Meiou Hades Meikai-hen,7.74,OVA (12 eps),Dec 2005 - Feb 2007
1013,Shiki,7.74,TV (22 eps),Jul 2010 - Dec 2010
1014,Sidonia no Kishi: Daikyuu Wakusei Seneki,7.74,TV (12 eps),Apr 2015 - Jun 2015
1015,Sonny Boy,7.74,TV (12 eps),Jul 2021 - Oct 2021
1016,Tegamibachi Reverse,7.74,TV (25 eps),Oct 2010 - Mar 2011
1017,Tiger & Bunny Movie 2: The Rising,7.74,Movie (1 eps),Feb 2014 - Feb 2014
1018,Ani ni Tsukeru Kusuri wa Nai! 2,7.74,TV (24 eps),Jul 2018 - Dec 2018
1019,Bishoujo Senshi Sailor Moon Crystal Season III,7.74,TV (13 eps),Apr 2016 - Jun 2016
1020,Black Jack,7.74,OVA (12 eps),Dec 1993 - Dec 2011
1021,Doukyonin wa Hiza, Tokidoki, Atama no Ue.,7.74,TV (12 eps),Jan 2019 - Mar 2019
1022,Doupo Cangqiong 3rd Season,7.74,ONA (12 eps),Jul 2019 - Sep 2019
1023,Ghost (Music),7.74,Music (1 eps),Apr 2021 - Apr 2021
1024,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.74,TV (12 eps),Apr 2018 - Jun 2018
1025,Gundam Build Fighters,7.74,TV (25 eps),Oct 2013 - Mar 2014
1026,InuYasha: Kuroi Tessaiga,7.74,Special (1 eps),Jul 2008 - Jul 2008
1027,Junjou Romantica 2,7.74,TV (12 eps),Oct 2008 - Dec 2008
1028,Kyoukai no Kanata,7.74,TV (12 eps),Oct 2013 - Dec 2013
1029,Lucky☆Star,7.74,TV (24 eps),Apr 2007 - Sep 2007
1030,Akage no Anne,7.73,TV (50 eps),Jan 1979 - Dec 1979
1031,Asagao to Kase-san.,7.73,OVA (1 eps),Jun 2018 - Jun 2018
1032,Detective Conan Movie 24: The Scarlet Bullet,7.73,Movie (1 eps),Apr 2021 - Apr 2021
1033,Final Fantasy VII: Advent Children,7.73,Movie (1 eps),Sep 2005 - Sep 2005
1034,Free! Movie 3: Road to the World - Yume,7.73,Movie (1 eps),Jul 2019 - Jul 2019
1035,Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2,7.73,TV (12 eps),Jan 2016 - Mar 2016
1036,Heikousen,7.73,Music (1 eps),Feb 2021 - Feb 2021
1037,Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai,7.73,Special (1 eps),Sep 2017 - Sep 2017
1038,Kyousou Giga (TV),7.73,TV (10 eps),Oct 2013 - Dec 2013
1039,Mujin Wakusei Survive,7.73,TV (52 eps),Oct 2003 - Oct 2004
1040,Neko no Ongaeshi,7.73,Movie (1 eps),Jul 2002 - Jul 2002
1041,Noragami OVA,7.73,OVA (2 eps),Feb 2014 - Jul 2014
1042,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,7.73,Movie (1 eps),Mar 2005 - Mar 2005
1043,Pokemon: The Origin,7.73,Special (4 eps),Oct 2013 - Oct 2013
1044,Slayers,7.73,TV (26 eps),Apr 1995 - Sep 1995
1045,Taiyou no Ko Esteban,7.73,TV (39 eps),May 1982 - Feb 1983
1046,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,7.73,Movie (1 eps),Dec 2014 - Dec 2014
1047,Ueki no Housoku,7.73,TV (51 eps),Apr 2005 - Mar 2006
1048,Watashi no Ashinaga Ojisan,7.73,TV (40 eps),Jan 1990 - Dec 1990
1049,Yamato Nadeshiko Shichihenge♥,7.73,TV (25 eps),Oct 2006 - Mar 2007
1050,Macross Plus Movie Edition,7.72,Movie (1 eps),Oct 1995 - Oct 1995
1051,Mahouka Koukou no Rettousei: Tsuioku-hen,7.72,Special (1 eps),Dec 2021 - Dec 2021
1052,Master Keaton OVA,7.72,OVA (15 eps),Dec 1999 - Jun 2000
1053,Memories,7.72,Movie (3 eps),Dec 1995 - Dec 1995
1054,New Game!!,7.72,TV (12 eps),Jul 2017 - Sep 2017
1055,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,7.72,Special (1 eps),Aug 2015 - Aug 2015
1056,Panty & Stocking with Garterbelt,7.72,TV (13 eps),Oct 2010 - Dec 2010
1057,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,7.72,Movie (1 eps),Mar 2019 - Mar 2019
1058,Rozen Maiden: Ouvertüre,7.72,Special (2 eps),Dec 2006 - Dec 2006
1059,School Rumble: Ichi Gakki Hoshuu,7.72,OVA (2 eps),Dec 2005 - Dec 2005
1060,Tetsuwan Birdy Decode:02,7.72,TV (12 eps),Jan 2009 - Mar 2009
1061,Tsuki ga Michibiku Isekai Douchuu,7.72,TV (12 eps),Jul 2021 - Sep 2021
1062,Turn A Gundam,7.72,TV (50 eps),Apr 1999 - Apr 2000
1063,Yuuseiboushi,7.72,Music (1 eps),Sep 2021 - Sep 2021
1064,Arakawa Under the Bridge x Bridge,7.72,TV (13 eps),Oct 2010 - Dec 2010
1065,Break Blade Movie 2: Ketsubetsu no Michi,7.72,Movie (1 eps),Jun 2010 - Jun 2010
1066,Change!! Getter Robo: Sekai Saigo no Hi,7.72,OVA (13 eps),Aug 1998 - May 1999
1067,Chi's Sweet Home: Atarashii Ouchi,7.72,TV (104 eps),Mar 2009 - Sep 2009
1068,Chuunibyou demo Koi ga Shitai!,7.72,TV (12 eps),Oct 2012 - Dec 2012
1069,Daicon Opening Animations,7.72,Special (2 eps),Aug 1981 - Aug 1983
1070,Detective Conan Movie 19: The Hellfire Sunflowers,7.72,Movie (1 eps),Apr 2015 - Apr 2015
1071,Gakkou no Kaidan,7.72,TV (19 eps),Oct 2000 - Mar 2001
1072,Gekkan Shoujo Nozaki-kun Specials,7.72,Special (6 eps),Sep 2014 - Feb 2015
1073,Haikyuu!! Lev Genzan!,7.72,OVA (1 eps),Mar 2015 - Mar 2015
1074,Hakuouki Movie 2: Shikon Soukyuu,7.72,Movie (1 eps),Mar 2014 - Mar 2014
1075,Hidamari Sketch x 365 Specials,7.72,Special (3 eps),Mar 2009 - Oct 2009
1076,IDOLiSH7,7.72,TV (17 eps),Jan 2018 - May 2018
1077,Jujutsu Kaisen,7.72,ONA (3 eps),Dec 2018 - Dec 2018
1078,Junjou Romantica OVA,7.72,OVA (2 eps),Dec 2012 - Dec 2015
1079,Karakai Jouzu no Takagi-san,7.72,TV (12 eps),Jan 2018 - Mar 2018
1080,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,7.72,Movie (1 eps),Mar 2011 - Mar 2011
1081,Kuroko no Basket 2nd Season NG-shuu,7.72,Special (9 eps),Jan 2014 - Sep 2014
1082,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,7.72,Movie (1 eps),Mar 2015 - Mar 2015
1083,Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page,7.71,OVA (1 eps),Jan 2016 - Jan 2016
1084,Berserk: Ougon Jidai-hen I - Haou no Tamago,7.71,Movie (1 eps),Feb 2012 - Feb 2012
1085,Bishoujo Senshi Sailor Moon,7.71,TV (46 eps),Mar 1992 - Feb 1993
1086,Bishoujo Senshi Sailor Moon R,7.71,TV (43 eps),Mar 1993 - Mar 1994
1087,Bishoujo Senshi Sailor Moon R: The Movie,7.71,Movie (1 eps),Dec 1993 - Dec 1993
1088,D.Gray-man Hallow,7.71,TV (13 eps),Jul 2016 - Sep 2016
1089,Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,7.71,Movie (1 eps),Oct 2021 - Oct 2021
1090,Detective Conan Movie 16: The Eleventh Striker,7.71,Movie (1 eps),Apr 2012 - Apr 2012
1091,Douluo Dalu: Fenghuo Buxi,7.71,ONA (13 eps),May 2022 - Aug 2022
1092,Dragon Ball Kai,7.71,TV (97 eps),Apr 2009 - Mar 2011
1093,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,7.71,OVA (1 eps),Jul 2014 - Jul 2014
1094,Hanasakeru Seishounen,7.71,TV (39 eps),Apr 2009 - Feb 2010
1095,Hourou Musuko,7.71,TV (11 eps),Jan 2011 - Apr 2011
1096,Joshikousei no Mudazukai,7.71,TV (12 eps),Jul 2019 - Sep 2019
1097,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,7.71,Movie (1 eps),Sep 2016 - Sep 2016
1098,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,7.71,Movie (1 eps),Oct 2016 - Oct 2016
1099,Little Busters!: EX,7.71,Special (8 eps),Jan 2014 - Jul 2014
1100,Macross Plus,7.71,OVA (4 eps),Aug 1994 - Jun 1995
1101,Nurarihyon no Mago OVA,7.71,OVA (2 eps),Dec 2012 - Mar 2013
1102,Psycho-Pass Movie,7.71,Movie (1 eps),Jan 2015 - Jan 2015
1103,Rurouni Kenshin DVD-BOX Special Ending,7.71,Special (1 eps),May 2007 - May 2007
1104,Shingeki no Kyojin Movie 1: Guren no Yumiya,7.71,Movie (1 eps),Nov 2014 - Nov 2014
1105,Shingeki no Kyojin: Chronicle,7.71,Movie (1 eps),Jul 2020 - Jul 2020
1106,Mobile Suit Gundam Wing,7.70,TV (49 eps),Apr 1995 - Mar 1996
1107,Nanatsu no Taizai,7.70,TV (24 eps),Oct 2014 - Mar 2015
1108,One Punch Man Specials,7.70,Special (6 eps),Dec 2015 - May 2016
1109,One Punch Man: Road to Hero,7.70,OVA (1 eps),Dec 2015 - Dec 2015
1110,Princess Principal,7.70,TV (12 eps),Jul 2017 - Sep 2017
1111,Seitokai Yakuindomo*,7.70,TV (13 eps),Jan 2014 - Mar 2014
1112,Soukou Kihei Votoms,7.70,TV (52 eps),Apr 1983 - Mar 1984
1113,Tenshi no Tamago,7.70,OVA (1 eps),Dec 1985 - Dec 1985
1114,Tomodachi Game,7.70,TV (12 eps),Apr 2022 - Jun 2022
1115,Uramichi Oniisan,7.70,TV (13 eps),Jul 2021 - Sep 2021
1116,Urusei Yatsura,7.70,TV (195 eps),Oct 1981 - Mar 1986
1117,Wonder Egg Priority,7.70,TV (12 eps),Jan 2021 - Mar 2021
1118,Ani ni Tsukeru Kusuri wa Nai! 3,7.70,TV (12 eps),Oct 2019 - Dec 2019
1119,Aoi Bungaku Series,7.70,TV (12 eps),Oct 2009 - Dec 2009
1120,Baka to Test to Shoukanjuu Ni!,7.70,TV (13 eps),Jul 2011 - Sep 2011
1121,BanG Dream! Film Live,7.70,Movie (1 eps),Sep 2019 - Sep 2019
1122,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,7.70,Movie (1 eps),Apr 2021 - Apr 2021
1123,Bishoujo Senshi Sailor Moon Eternal Movie 2,7.70,Movie (1 eps),Feb 2021 - Feb 2021
1124,Death Note: Rewrite,7.70,Special (2 eps),Aug 2007 - Aug 2008
1125,Enen no Shouboutai,7.70,TV (24 eps),Jul 2019 - Dec 2019
1126,Gate: Jieitai Kanochi nite, Kaku Tatakaeri,7.70,TV (12 eps),Jul 2015 - Sep 2015
1127,Jashin-chan Dropkick X,7.70,TV (? eps),Jul 2022 -
1128,JoJo no Kimyou na Bouken: Phantom Blood,7.70,Movie (1 eps),Feb 2007 - Feb 2007
1129,Koutetsujou no Kabaneri Movie 3: Unato Kessen,7.70,Movie (1 eps),May 2019 - May 2019
1130,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,7.69,ONA (8 eps),Mar 2016 - May 2016
1131,Binbougami ga!,7.69,TV (13 eps),Jul 2012 - Sep 2012
1132,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,7.69,Movie (1 eps),Dec 1994 - Dec 1994
1133,Break Blade Movie 6: Doukoku no Toride,7.69,Movie (1 eps),Mar 2011 - Mar 2011
1134,Hayate no Gotoku!!,7.69,TV (25 eps),Apr 2009 - Sep 2009
1135,Ichigo Mashimaro OVA,7.69,OVA (3 eps),Feb 2007 - Apr 2007
1136,Keroro Gunsou,7.69,TV (358 eps),Apr 2004 - Apr 2011
1137,Kill la Kill Specials,7.69,Special (2 eps),Sep 2014 - Sep 2014
1138,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,7.69,Movie (1 eps),Apr 2007 - Apr 2007
