Rank,Title,Score,Episodes,Airing
2477,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,7.30,Movie (1 eps),Mar 2014 - Mar 2014
2478,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,7.30,Movie (1 eps),Mar 2016 - Mar 2016
2479,Dotto Koni-chan,7.30,TV (26 eps),Nov 2000 - May 2001
2480,Future GPX Cyber Formula 11,7.30,OVA (6 eps),Nov 1992 - Jun 1993
2481,Gatchaman Crowds,7.30,TV (12 eps),Jul 2013 - Sep 2013
2482,Girls & Panzer Movie Specials,7.30,Special (3 eps),May 2016 - May 2016
2483,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,7.30,TV (12 eps),Apr 2022 - Jun 2022
2484,Hetalia: The World Twinkle Extra Disc,7.30,OVA (1 eps),Feb 2016 - Feb 2016
2485,Heya Camp△,7.30,TV (12 eps),Jan 2020 - Mar 2020
2486,High School Fleet,7.30,TV (12 eps),Apr 2016 - Jun 2016
2487,Imouto sae Ireba Ii.,7.30,TV (12 eps),Oct 2017 - Dec 2017
2488,Ling Long: Incarnation Part 2,7.30,ONA (6 eps),Jul 2020 - Oct 2020
2489,Lupin III: Part III,7.30,TV (50 eps),Mar 1984 - Dec 1985
2490,Maria-sama ga Miteru,7.30,TV (13 eps),Jan 2004 - Apr 2004
2491,Maria-sama ga Miteru 3rd Specials,7.30,Special (5 eps),Dec 2006 - Jul 2007
2492,Mi Yu Xing Zhe,7.30,ONA (12 eps),Feb 2018 - Apr 2018
2493,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,7.30,Movie (1 eps),Sep 2010 - Sep 2010
2494,Moonlight Mile 2nd Season: Touch Down,7.30,TV (14 eps),Sep 2007 - Dec 2007
2495,Nerima Daikon Brothers,7.30,TV (12 eps),Jan 2006 - Mar 2006
2496,Onihei,7.30,TV (13 eps),Jan 2017 - Apr 2017
2497,Pale Cocoon,7.30,OVA (1 eps),Dec 2005 - Dec 2005
2498,Pokemon Movie 23: Koko,7.30,Movie (1 eps),Dec 2020 - Dec 2020
2499,Potemayo Specials,7.30,Special (6 eps),Sep 2007 - Feb 2008
2500,Reflect,7.30,Music (1 eps),Mar 2021 - Mar 2021
2501,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,7.30,TV (12 eps),Apr 2022 - Jun 2022
2502,Sankarea,7.30,TV (12 eps),Apr 2012 - Jun 2012
2503,Seitokai no Ichizon Lv.2: Watasu Seitokai,7.30,OVA (1 eps),Jul 2013 - Jul 2013
2504,Senyuu.,7.30,TV (13 eps),Jan 2013 - Apr 2013
2505,Sousei no Onmyouji,7.30,TV (50 eps),Apr 2016 - Mar 2017
2506,Strike Witches 2,7.30,TV (12 eps),Jul 2010 - Sep 2010
2507,Super Lovers OVA,7.30,OVA (2 eps),Jan 2017 - Sep 2017
2508,Tari Tari,7.30,TV (13 eps),Jul 2012 - Sep 2012
2509,The Animatrix,7.30,OVA (9 eps),Jun 2003 - Jun 2003
2510,Trinity Blood,7.30,TV (24 eps),Apr 2005 - Oct 2005
2511,True Tears,7.30,TV (13 eps),Jan 2008 - Mar 2008
2512,Uma Musume: Pretty Derby (TV),7.30,TV (13 eps),Apr 2018 - Jun 2018
2513,Utawarerumono: Futari no Hakuoro,7.30,TV (28 eps),Jul 2022 -
2514,Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,7.30,Special (1 eps),Jun 2021 - Jun 2021
2515,Wonderful Rush,7.30,Music (1 eps),Sep 2012 - Sep 2012
2516,Yao Shen Ji 5th Season,7.30,ONA (104 eps),Oct 2021 -
2517,Yellow (Music),7.30,Music (1 eps),Nov 2018 - Nov 2018
2518,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,7.30,OVA (4 eps),Dec 1995 - Feb 1996
2519,Zegapain,7.30,TV (26 eps),Apr 2006 - Sep 2006
2520,Mahouka Koukou no Rettousei: Raihousha-hen,7.29,TV (13 eps),Oct 2020 - Dec 2020
2521,Mai-Otome,7.29,TV (26 eps),Oct 2005 - Mar 2006
2522,Meikyuu Black Company,7.29,TV (12 eps),Jul 2021 - Sep 2021
2523,Mirai no Mirai,7.29,Movie (1 eps),Jul 2018 - Jul 2018
2524,Mobile Suit Gundam SEED Special Edition,7.29,Special (3 eps),Aug 2004 - Oct 2004
2525,Motto To LOVE-Ru,7.29,TV (12 eps),Oct 2010 - Dec 2010
2526,Naruto: Shippuuden Movie 1,7.29,Movie (1 eps),Aug 2007 - Aug 2007
2527,Natsu no Arashi! Akinaichuu,7.29,TV (13 eps),Oct 2009 - Dec 2009
2528,Nijiiro Days,7.29,TV (24 eps),Jan 2016 - Jun 2016
2529,Noir,7.29,TV (26 eps),Apr 2001 - Sep 2001
2530,Omoi, Omoware, Furi, Furare,7.29,Movie (1 eps),Sep 2020 - Sep 2020
2531,Onegai☆Teacher: Himitsu na Futari,7.29,OVA (1 eps),Oct 2002 - Oct 2002
2532,Persona 4 the Animation: The Factor of Hope,7.29,Movie (1 eps),Jun 2012 - Jun 2012
2533,Potemayo,7.29,TV (12 eps),Jul 2007 - Sep 2007
2534,Quanzhi Fashi V,7.29,ONA (12 eps),Jul 2021 - Aug 2021
2535,Rec,7.29,TV (9 eps),Feb 2006 - Mar 2006
2536,Rokka no Yuusha,7.29,TV (12 eps),Jul 2015 - Sep 2015
2537,Saber Marionette J to X,7.29,TV (26 eps),Oct 1998 - Mar 1999
2538,School Rumble San Gakki,7.29,OVA (2 eps),Jul 2008 - Sep 2008
2539,Sekirei: Pure Engagement,7.29,TV (13 eps),Jul 2010 - Sep 2010
2540,Shounen Maid,7.29,TV (12 eps),Apr 2016 - Jul 2016
2541,Suite Precure♪,7.29,TV (48 eps),Feb 2011 - Jan 2012
2542,Tales of the Abyss,7.29,TV (26 eps),Oct 2008 - Mar 2009
2543,Tenchi Muyou! Ryououki 3rd Season,7.29,OVA (6 eps),Sep 2003 - Mar 2005
2544,Tiger Mask Nisei,7.29,TV (33 eps),Apr 1981 - Jan 1982
2545,Tonikaku Kawaii: Kaisou,7.29,Special (1 eps),Dec 2020 - Dec 2020
2546,Wagamama☆Fairy Mirumo de Pon!,7.29,TV (172 eps),Apr 2002 - Sep 2005
2547,Xin Shen Bang: Nezha Chonsheng,7.29,Movie (1 eps),Feb 2021 - Feb 2021
2548,Yao Shen Ji 2nd Season,7.29,ONA (40 eps),Jan 2018 - May 2018
2549,Yeon-ae Halujeon,7.29,ONA (10 eps),Jan 2018 - Feb 2018
2550,Yong Sheng,7.29,ONA (12 eps),Jan 2022 - Apr 2022
2551,Yuan Long,7.29,ONA (16 eps),Jul 2020 - Oct 2020
2552,Aggressive Retsuko (ONA) 4th Season,7.29,ONA (10 eps),Dec 2021 - Dec 2021
2553,Ahiru no Sora,7.29,TV (50 eps),Oct 2019 - Sep 2020
2554,Ao no Exorcist: Kuro no Iede,7.29,Special (1 eps),Oct 2011 - Oct 2011
2555,Ashita no Joe 2 (Movie),7.29,Movie (1 eps),Jul 1981 - Jul 1981
2556,Baka to Test to Shoukanjuu Specials,7.29,Special (6 eps),Apr 2010 - Sep 2010
2557,Bakemonogatari Recap,7.29,Special (1 eps),Aug 2009 - Aug 2009
2558,Beelzebub: Hirotta Akachan wa Daimaou!?,7.29,Special (1 eps),Oct 2010 - Oct 2010
2559,Blend S,7.29,TV (12 eps),Oct 2017 - Dec 2017
2560,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,7.29,Special (2 eps),Sep 2014 - Oct 2014
2561,Chrome Shelled Regios,7.29,TV (24 eps),Jan 2009 - Jun 2009
2562,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,7.29,Movie (1 eps),May 2015 - May 2015
2563,Digimon Adventure tri. 4: Soushitsu,7.29,Movie (1 eps),Feb 2017 - Feb 2017
2564,ef: A Tale of Memories. - Recollections,7.29,Special (1 eps),Sep 2008 - Sep 2008
2565,Fate/stay night,7.29,TV (24 eps),Jan 2006 - Jun 2006
2566,Free! Movie 5: The Final Stroke - Kouhen,7.29,Movie (1 eps),Apr 2022 - Apr 2022
2567,Gaikotsu Shotenin Honda-san,7.29,TV (12 eps),Oct 2018 - Dec 2018
2568,Hetalia Axis Powers,7.29,ONA (52 eps),Jan 2009 - Mar 2010
2569,Hige wo Soru. Soshite Joshikousei wo Hirou.,7.29,TV (13 eps),Apr 2021 - Jun 2021
2570,Hikaru no Go: New Year Special,7.29,Special (1 eps),Jan 2002 - Jan 2002
2571,Hiyokoi,7.29,Special (1 eps),Jul 2010 - Jul 2010
2572,Kakkou no Iinazuke,7.29,TV (24 eps),Apr 2022 -
2573,Kami nomi zo Shiru Sekai: 4-nin to Idol,7.29,OVA (1 eps),Sep 2011 - Sep 2011
2574,Kannagi,7.29,TV (13 eps),Oct 2008 - Dec 2008
2575,Kanojo to Kanojo no Neko,7.29,OVA (1 eps),Apr 2002 - Apr 2002
2576,Kiba,7.29,TV (51 eps),Apr 2006 - Mar 2007
2577,KimiKiss Pure Rouge,7.29,TV (24 eps),Oct 2007 - Mar 2008
2578,Kingyo Chuuihou!,7.29,TV (54 eps),Jan 1991 - Feb 1992
2579,"Bungaku Shoujo" Memoire,7.28,OVA (3 eps),Jun 2010 - Dec 2010
2580,Air,7.28,TV (12 eps),Jan 2005 - Mar 2005
2581,Air Gear Special,7.28,Special (1 eps),Mar 2007 - Mar 2007
2582,Another: The Other - Inga,7.28,OVA (1 eps),May 2012 - May 2012
2583,Answer (2016),7.28,Music (1 eps),Dec 2016 - Dec 2016
2584,Bai Yao Pu 2nd Season,7.28,ONA (12 eps),Jul 2021 - Sep 2021
2585,Baki,7.28,ONA (26 eps),Jun 2018 - Dec 2018
2586,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,7.28,OVA (3 eps),Dec 1996 - Jun 1997
2587,Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,7.28,OVA (1 eps),Nov 2019 - Nov 2019
2588,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,7.28,Movie (1 eps),Mar 2000 - Mar 2000
2589,El Hazard: The Magnificent World,7.28,OVA (7 eps),May 1995 - Jan 1996
2590,Gakuen Utopia Manabi Straight!,7.28,TV (12 eps),Jan 2007 - Mar 2007
2591,Galaxy Angel 3,7.28,TV (26 eps),Oct 2002 - Mar 2003
2592,Hanamaru Youchien,7.28,TV (12 eps),Jan 2010 - Mar 2010
2593,Hatsukoi Limited.,7.28,TV (12 eps),Apr 2009 - Jun 2009
2594,High School DxD New: Oppai, Tsutsumimasu!,7.28,OVA (1 eps),Mar 2015 - Mar 2015
2595,High School DxD OVA,7.28,OVA (2 eps),Sep 2012 - May 2013
2596,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,7.28,TV (50 eps),Jan 1981 - Dec 1981
2597,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,7.28,Movie (1 eps),Mar 2007 - Mar 2007
2598,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,7.28,Movie (1 eps),Mar 2009 - Mar 2009
2599,Kowarekake no Orgel (Movie),7.28,Movie (1 eps),Sep 2010 - Sep 2010
2600,Kuroko no Basket: Oshaberi Shiyokka,7.28,Special (1 eps),Dec 2012 - Dec 2012
2601,Legend of Basara,7.28,TV (13 eps),Apr 1998 - Jun 1998
2602,Lupin III: Fuuma Ichizoku no Inbou,7.28,Movie (1 eps),Dec 1987 - Dec 1987
2603,Lupin the IIIrd: Mine Fujiko no Uso,7.28,Movie (1 eps),May 2019 - May 2019
2604,Maria-sama ga Miteru: Haru Specials,7.28,Special (6 eps),Oct 2004 - May 2005
2605,Mei to Koneko Bus,7.28,Special (1 eps),Oct 2002 - Oct 2002
2606,Meng Qi Shi Shen,7.28,ONA (12 eps),Dec 2018 - Mar 2019
2607,Meng Qi Shi Shen 2nd Season,7.28,ONA (12 eps),Oct 2021 - Dec 2021
2608,Mnemosyne: Mnemosyne no Musume-tachi,7.28,TV (6 eps),Feb 2008 - Jul 2008
2609,Naruto: Shippuuden Movie 2 - Kizuna,7.28,Movie (1 eps),Aug 2008 - Aug 2008
2610,Nazo no Kanojo X: Nazo no Natsu Matsuri,7.28,OVA (1 eps),Aug 2012 - Aug 2012
2611,Papa no Iukoto wo Kikinasai!,7.28,TV (12 eps),Jan 2012 - Mar 2012
2612,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,7.28,Movie (1 eps),Jul 2007 - Jul 2007
2613,Poputepipikku,7.28,TV (12 eps),Jan 2018 - Mar 2018
2614,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,7.28,Movie (1 eps),Mar 2009 - Mar 2009
2615,Re:Zero kara Hajimeru Break Time 2nd Season,7.28,Special (25 eps),Jul 2020 - Mar 2021
2616,Sekikashita Kusanagi,7.28,ONA (1 eps),Oct 2020 - Oct 2020
2617,Senjou no Valkyria 3: Tagatame no Juusou,7.28,OVA (2 eps),Apr 2011 - Jun 2011
2618,Shashinkan,7.28,Movie (1 eps),Nov 2013 - Nov 2013
2619,Shikabane Hime: Kuro,7.28,TV (12 eps),Jan 2009 - Mar 2009
2620,Shin Chou Kyou Ryo: Condor Hero II,7.28,TV (26 eps),Jan 2005 - Sep 2006
2621,Shinryaku! Ika Musume Specials,7.28,Special (2 eps),May 2011 - May 2011
2622,Slayers: The Motion Picture,7.28,Movie (1 eps),Jul 1995 - Jul 1995
2623,Sora no Otoshimono,7.28,TV (13 eps),Oct 2009 - Dec 2009
2624,Strawberry Panic,7.28,TV (26 eps),Apr 2006 - Sep 2006
2625,Tanaka-kun wa Kyou mo Kedaruge,7.28,Special (35 eps),Apr 2016 - Jul 2016
2626,The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.,7.28,Special (1 eps),Feb 2016 - Feb 2016
2627,The Sky Crawlers,7.28,Movie (1 eps),Aug 2008 - Aug 2008
2628,Tottemo! Luckyman,7.28,TV (50 eps),Apr 1994 - Mar 1995
2629,Watashi ni Tenshi ga Maiorita! Special,7.28,Special (1 eps),May 2019 - May 2019
2630,Xue Ying Ling Zhu,7.28,ONA (26 eps),Dec 2018 - Jun 2019
2631,Macross F Music Clip Shuu: Nyankuri,7.27,Music (1 eps),Nov 2010 - Nov 2010
2632,Macross Δ,7.27,TV (26 eps),Apr 2016 - Sep 2016
2633,Nabari no Ou,7.27,TV (26 eps),Apr 2008 - Sep 2008
2634,Natsuyuki Rendezvous,7.27,TV (11 eps),Jul 2012 - Sep 2012
2635,One Piece: Adventure of Nebulandia,7.27,Special (1 eps),Dec 2015 - Dec 2015
2636,Otogi,7.27,Music (4 eps),Feb 2019 - Feb 2019
2637,Ou Dorobou Jing in Seventh Heaven,7.27,OVA (3 eps),Jan 2004 - Apr 2004
2638,Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.27,TV (25 eps),Apr 2012 - Sep 2012
2639,RideBack,7.27,TV (12 eps),Jan 2009 - Mar 2009
2640,Sabage-bu! Specials,7.27,Special (6 eps),Sep 2014 - Feb 2015
2641,Shin Chou Kyou Ryo: Condor Hero III,7.27,TV (26 eps),Apr 2008 - May 2008
2642,Shingeki no Kyojin-ten 360° Taikan Theater,7.27,Special (3 eps),Jun 2017 - Aug 2017
2643,Solty Rei,7.27,TV (24 eps),Oct 2005 - Mar 2006
2644,Soukyuu no Fafner: Dead Aggressor,7.27,TV (25 eps),Jul 2004 - Dec 2004
2645,Tetsuwan Birdy Decode: The Cipher,7.27,OVA (1 eps),Jul 2009 - Jul 2009
2646,Tibet Inu Monogatari,7.27,Movie (1 eps),Jun 2011 - Jun 2011
2647,To LOVE-Ru OVA,7.27,OVA (6 eps),Apr 2009 - Apr 2010
2648,Tsuki ga Kirei Special,7.27,Special (1 eps),Sep 2017 - Sep 2017
2649,Wan Jie Xian Zong,7.27,ONA (40 eps),Mar 2018 - Jul 2018
2650,Wan Jie Xian Zong 2nd Season,7.27,ONA (40 eps),Apr 2019 - Sep 2019
2651,Xue Ying Ling Zhu Zhi Qi Yu Pian,7.27,ONA (4 eps),Jan 2020 - Jan 2020
2652,Yamada-kun to 7-nin no Majo,7.27,ONA (1 eps),Aug 2013 - Aug 2013
2653,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,7.27,Movie (1 eps),Nov 2007 - Nov 2007
2654,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,7.27,TV (12 eps),Oct 2021 - Dec 2021
2655,Angel Heart,7.27,TV (50 eps),Oct 2005 - Sep 2006
2656,Appare-Ranman!,7.27,TV (13 eps),Apr 2020 - Sep 2020
2657,Blood Lad,7.27,TV (10 eps),Jul 2013 - Sep 2013
2658,Brigadoon: Marin to Melan,7.27,TV (26 eps),Jul 2000 - Feb 2001
2659,Captain Tsubasa J,7.27,TV (47 eps),Oct 1994 - Dec 1995
2660,Chuunibyou demo Koi ga Shitai! Lite,7.27,ONA (6 eps),Sep 2012 - Oct 2012
2661,Digimon Adventure 02: Diablomon no Gyakushuu,7.27,Movie (1 eps),Mar 2001 - Mar 2001
2662,Doupo Cangqiong,7.27,ONA (12 eps),Jan 2017 - Apr 2017
2663,Dumbbell Nan Kilo Moteru?,7.27,TV (12 eps),Jul 2019 - Sep 2019
2664,Fullmetal Alchemist: The Sacred Star of Milos,7.27,Movie (1 eps),Jul 2011 - Jul 2011
2665,Hamatora The Animation,7.27,TV (12 eps),Jan 2014 - Mar 2014
2666,Hana to Alice: Satsujin Jiken,7.27,Movie (1 eps),Feb 2015 - Feb 2015
2667,High School DxD Specials,7.27,Special (6 eps),Mar 2012 - Aug 2012
2668,Hitchcock,7.27,Music (1 eps),Apr 2018 - Apr 2018
2669,Hunter x Hunter Movie 2: The Last Mission,7.27,Movie (1 eps),Dec 2013 - Dec 2013
2670,Initial D Battle Stage 3,7.27,OVA (1 eps),Mar 2021 - Mar 2021
2671,Kakumeiki Valvrave 2nd Season,7.27,TV (12 eps),Oct 2013 - Dec 2013
2672,Kidou Keisatsu Patlabor,7.27,OVA (7 eps),Apr 1988 - Jun 1989
2673,Konjiki no Gash Bell!!: 101 Banme no Mamono,7.27,Movie (1 eps),Aug 2004 - Aug 2004
2674,Ajin Part 3: Shougeki,7.26,Movie (1 eps),Sep 2016 - Sep 2016
2675,Asura Cryin' 2,7.26,TV (13 eps),Oct 2009 - Dec 2009
2676,Bokura ga Ita,7.26,TV (26 eps),Jul 2006 - Dec 2006
2677,Break Blade,7.26,TV (12 eps),Apr 2014 - Jun 2014
2678,Chibi Maruko-chan (1995),7.26,TV (? eps),Jan 1995 -
2679,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,7.26,Movie (1 eps),Apr 2000 - Apr 2000
2680,Cuticle Tantei Inaba,7.26,TV (12 eps),Jan 2013 - Mar 2013
2681,Damekko Doubutsu,7.26,TV (26 eps),Jan 2005 - Feb 2005
2682,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7.26,TV (12 eps),Jul 2016 - Sep 2016
2683,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,7.26,OVA (1 eps),Mar 2007 - Mar 2007
2684,Erementar Gerad,7.26,TV (26 eps),Apr 2005 - Sep 2005
2685,Fullmetal Alchemist: Reflections,7.26,Special (1 eps),Mar 2005 - Mar 2005
2686,Fushigi Yuugi: Dai Ni Bu,7.26,OVA (6 eps),May 1997 - Oct 1998
2687,Gatchaman Crowds: Insight,7.26,TV (12 eps),Jul 2015 - Sep 2015
2688,Gun x Sword,7.26,TV (26 eps),Jul 2005 - Dec 2005
2689,Heavy Object,7.26,TV (24 eps),Oct 2015 - Mar 2016
2690,High School DxD Hero,7.26,TV (12 eps),Apr 2018 - Jul 2018
2691,Hunter x Hunter Movie 1: Phantom Rouge,7.26,Movie (1 eps),Jan 2013 - Jan 2013
2692,I'm Your Treasure Box: Anata wa Marine Senchou Otakara Bako kara Mitsuketa.,7.26,Music (1 eps),Jul 2022 - Jul 2022
2693,IGPX: Immortal Grand Prix (2005) 2nd Season,7.26,TV (13 eps),May 2006 - Aug 2006
2694,Kakegurui,7.26,TV (12 eps),Jul 2017 - Sep 2017
2695,Kidou Tenshi Angelic Layer,7.26,TV (26 eps),Apr 2001 - Sep 2001
2696,Kimi no Kokoro wa Kagayaiteru kai?,7.26,Music (1 eps),Oct 2015 - Oct 2015
2697,Kinnikuman,7.26,TV (137 eps),Apr 1983 - Oct 1986
2698,Koutetsujou no Kabaneri,7.26,TV (12 eps),Apr 2016 - Jul 2016
2699,Kyouran Kazoku Nikki,7.26,TV (26 eps),Apr 2008 - Oct 2008
2700,Layton Mystery Tanteisha: Katri no Nazotoki File,7.26,TV (50 eps),Apr 2018 - Mar 2019
2701,Ling Long: Incarnation Middle Chapter,7.26,ONA (1 eps),Nov 2019 - Nov 2019
2702,Long Zhi Gu: Jingling Wangzuo,7.26,Movie (1 eps),Aug 2016 - Aug 2016
2703,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.26,TV (12 eps),Jul 2008 - Sep 2008
2704,Main Actor,7.26,Music (1 eps),Feb 2018 - Feb 2018
2705,Mary to Majo no Hana,7.26,Movie (1 eps),Jul 2017 - Jul 2017
2706,Matantei Loki Ragnarok,7.26,TV (26 eps),Apr 2003 - Sep 2003
2707,Mazinger Z,7.26,TV (92 eps),Dec 1972 - Sep 1974
2708,MÄR,7.26,TV (102 eps),Apr 2005 - Mar 2007
2709,Miracle Giants Doumu-kun,7.26,TV (49 eps),Apr 1989 - Mar 1990
2710,Mobile Suit Gundam 0083: Stardust Memory,7.26,OVA (13 eps),May 1991 - Sep 1992
2711,Mobile Suit Gundam I,7.26,Movie (1 eps),Mar 1981 - Mar 1981
2712,Mobile Suit Gundam Thunderbolt: Bandit Flower,7.26,Movie (1 eps),Nov 2017 - Nov 2017
2713,Natsume Yuujinchou: Hitoyoshi Kuma de no Yasashii Jikan,7.26,ONA (1 eps),Apr 2021 - Apr 2021
2714,Noblesse: Pamyeol-ui Sijak,7.26,OVA (1 eps),Dec 2015 - Dec 2015
2715,Ojamajo Doremi,7.26,TV (51 eps),Feb 1999 - Jan 2000
2716,Robot Carnival,7.26,OVA (1 eps),Jul 1987 - Jul 1987
2717,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,7.26,Movie (1 eps),Jan 1981 - Jan 1981
2718,Sei Juushi Bismarck,7.26,TV (51 eps),Oct 1984 - Sep 1985
2719,Seijo no Maryoku wa Bannou Desu,7.26,TV (12 eps),Apr 2021 - Jun 2021
2720,Selection Project,7.26,TV (13 eps),Oct 2021 - Dec 2021
2721,Shijou Saikyou no Deshi Kenichi Specials,7.26,Special (4 eps),Nov 2013 - May 2014
2722,Shin Atashin'chi,7.26,TV (26 eps),Oct 2015 - Apr 2016
2723,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,7.26,OVA (1 eps),Mar 1988 - Mar 1988
2724,Souten Kouro,7.26,TV (26 eps),Apr 2009 - Sep 2009
2725,Tiger Mask,7.26,TV (105 eps),Oct 1969 - Sep 1971
2726,Tom Sawyer no Bouken,7.26,TV (49 eps),Jan 1980 - Dec 1980
2727,Trinity Seven Movie 1: Eternity Library to Alchemic Girl,7.26,Movie (1 eps),Feb 2017 - Feb 2017
2728,Utawarerumono: Itsuwari no Kamen,7.26,TV (25 eps),Oct 2015 - Mar 2016
2729,Witch Hunter Robin,7.26,TV (26 eps),Jul 2002 - Dec 2002
2730,Mai-Otome Zwei,7.25,OVA (4 eps),Nov 2006 - Aug 2007
2731,Mainichi Kaasan,7.25,TV (142 eps),Apr 2009 - Mar 2012
2732,Maoyuu Maou Yuusha,7.25,TV (12 eps),Jan 2013 - Mar 2013
2733,Mayo Chiki!,7.25,TV (13 eps),Jul 2011 - Sep 2011
2734,Mobile Suit Gundam SEED Destiny Special Edition,7.25,Special (4 eps),May 2006 - May 2006
2735,Mobile Suit Gundam Thunderbolt 2nd Season,7.25,ONA (4 eps),Mar 2017 - Jul 2017
2736,Natsu no Arashi!,7.25,TV (13 eps),Apr 2009 - Jun 2009
2737,Obey Me!,7.25,ONA (12 eps),Jul 2021 - Dec 2021
2738,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,7.25,TV (12 eps),Jul 2021 - Sep 2021
2739,Petshop of Horrors,7.25,TV (4 eps),Mar 1999 - Mar 1999
2740,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7.25,TV (25 eps),Oct 2013 - Mar 2014
2741,Popee the Performer,7.25,TV (39 eps),Jan 2000 - Dec 2001
2742,Shaman King Specials,7.25,Special (5 eps),Jan 2002 - Jul 2003
2743,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.25,TV (12 eps),Jul 2015 - Sep 2015
2744,Slayers Revolution,7.25,TV (13 eps),Jul 2008 - Sep 2008
2745,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4,7.25,Movie (3 eps),Nov 2021 - Nov 2021
2746,Strike the Blood: Valkyria no Oukoku-hen,7.25,OVA (2 eps),Nov 2015 - Dec 2015
2747,Subete ga F ni Naru,7.25,TV (11 eps),Oct 2015 - Dec 2015
2748,Sukitte Ii na yo.: Dareka ga,7.25,OVA (1 eps),Jul 2013 - Jul 2013
2749,Tales of Zestiria the Cross,7.25,TV (12 eps),Jul 2016 - Sep 2016
2750,Tegamibachi Gakuen,7.25,Special (25 eps),Jan 2010 - Jul 2010
2751,Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,7.25,OVA (1 eps),Jan 2009 - Jan 2009
2752,Wan Jie Fa Shen,7.25,ONA (54 eps),Dec 2020 - Jun 2021
2753,Wei, Kanjian Erduo La!,7.25,ONA (12 eps),Aug 2018 - Nov 2018
2754,Zero no Tsukaima,7.25,TV (13 eps),Jul 2006 - Sep 2006
2755,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,7.25,Special (1 eps),Dec 2008 - Dec 2008
2756,Aggressive Retsuko: We Wish You a Metal Christmas,7.25,ONA (1 eps),Dec 2018 - Dec 2018
2757,Aikatsu!: Nerawareta Mahou no Aikatsu! Card,7.25,Movie (1 eps),Aug 2016 - Aug 2016
2758,Amanchu!,7.25,TV (12 eps),Jul 2016 - Sep 2016
2759,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,7.25,Special (4 eps),Dec 2003 - Oct 2004
2760,Boku no Hero Academia: Sukue! Kyuujo Kunren!,7.25,OVA (1 eps),Apr 2017 - Apr 2017
2761,Chibi Revenger,7.25,ONA (24 eps),Apr 2021 - Sep 2021
2762,Cosmic Baton Girl Comet-san☆,7.25,TV (43 eps),Apr 2001 - Jan 2002
2763,Cyborg 009: The Cyborg Soldier,7.25,TV (50 eps),Oct 2001 - Aug 2003
2764,Darwin's Game,7.25,TV (11 eps),Jan 2020 - Mar 2020
2765,Delicious Party♡Precure,7.25,TV (? eps),Feb 2022 -
2766,Doraemon: Obaachan no Omoide,7.25,Movie (1 eps),Mar 2000 - Mar 2000
2767,Goblin Slayer: Goblin's Crown,7.25,Movie (1 eps),Feb 2020 - Feb 2020
2768,Gosenzo-sama Banbanzai!,7.25,OVA (6 eps),Aug 1989 - Jan 1990
2769,Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!,7.25,Special (1 eps),Jul 2015 - Jul 2015
2770,Harmonie,7.25,Movie (1 eps),Mar 2014 - Mar 2014
2771,High School! Kimengumi,7.25,TV (86 eps),Oct 1985 - Oct 1987
2772,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,7.25,TV (24 eps),Oct 2020 - Mar 2021
